frame,pdoa_raw,angle_deg
1,-199,30.62771139904534
2,-657,25.993751431671598
3,-451,28.053163072568154
4,-846,24.135617985717577
5,-884,23.76533814673626
6,-611,26.450383719978618
7,-445,28.1137244918728
8,-643,26.13253707088011
9,-175,30.876405270562373
10,-511,27.44940356730903
11,-435,28.214736294922858
12,-199,30.62771139904534
13,-679,25.775989971408915
14,-175,30.876405270562373
15,-62,32.05620072700874
16,-531,27.248886767518147
17,-263,29.967618539522938
18,-687,25.69690317615624
19,-691,25.657379480357253
20,-641,26.15237703753126
21,-247,30.132226563174157
22,-507,27.48955060666611
23,-499,27.569888649775177
24,-241,30.19402531089994
25,-279,29.803282745239066
26,-261,29.98817959940028
27,-609,26.470278165303753
28,64,33.389955002197055
29,-483,27.73074159895641
30,-804,24.546126772550384
31,-303,29.55728360474755
32,32,33.04932121799746
33,-215,30.462270221882385
34,-487,27.690506163668463
35,-419,28.376554348516443
36,-507,27.48955060666611
37,-523,27.329049949974248
38,-577,26.789060021741907
39,-585,26.70928104857035
40,-601,26.549890390836644
41,-295,29.6392164888612
42,143,34.23669206147489
43,48,33.21947233547709
44,-924,23.376704573526336
45,-695,25.617868876618402
46,-357,29.005956800894523
47,-159,31.042560096937752
48,-237,30.23524602796272
49,-699,25.578371333168214
50,-431,28.255167761581802
51,-649,26.073037373746256
52,-253,30.07046648028065
53,-487,27.690506163668463
54,-175,30.876405270562373
55,-499,27.569888649775177
56,-271,29.885416782655223
57,-515,27.40927113512641
58,-593,26.62955792865928
59,-856,24.03807267895983
60,-573,26.828970538419995
61,271,35.62708602423097
62,-531,27.248886767518147
63,-459,27.972467526154148
64,-205,30.565637908879506
65,-705,25.519149436724184
66,-483,27.73074159895641
67,-317,29.414060609058232
68,-237,30.23524602796272
69,-603,26.529982159435257
70,-479,27.77099189326628
71,-387,28.700934627869522
72,-287,29.721216091817876
73,-675,25.81555313479486
74,-872,23.88215395242672
75,-245,30.152821842522382
76,-593,26.62955792865928
77,-64,32.035188651941006
78,-717,25.400793160716294
79,-56,32.119265937147546
80,-721,25.361366884376665
81,-593,26.62955792865928
82,-403,28.53861964635567
83,-577,26.789060021741907
84,-421,28.356313620385183
85,-755,25.0267594451711
86,-285,29.741726456196346
87,-72,31.951188496014467
88,-421,28.356313620385183
89,-319,29.393616676006577
90,-697,25.59811847433992
91,-884,23.76533814673626
92,-88,31.783418006718005
93,-483,27.73074159895641
94,-419,28.376554348516443
95,-245,30.152821842522382
96,-317,29.414060609058232
97,-365,28.924529949181427
98,-419,28.376554348516443
99,-405,28.518347879833694
100,-403,28.53861964635567
101,-135,31.292337969614103
102,-395,28.619745773144285
103,-467,27.89183229441571
104,-269,29.90596086002723
105,-661,25.95412852482004
106,-735,25.22347595082301
107,-301,29.57776058894869
108,-705,25.519149436724184
109,-593,26.62955792865928
110,-625,26.31121857871132
111,-503,27.52971228889205
112,-183,30.793435890967885
113,-511,27.44940356730903
114,-633,26.231770684819633
115,-539,27.168781305544393
116,-1090,21.775711702039473
117,-389,28.680631516567555
118,-904,23.57087759958647
119,-1036,22.294487582944974
120,-581,26.749163536496354
121,-435,28.214736294922858
122,-419,28.376554348516443
123,-265,29.94706173318924
124,-589,26.66941252393783
125,-143,31.2090054381695
126,-579,26.769110027324167
127,-207,30.544955573180406
128,-902,23.590310657899323
129,-695,25.617868876618402
130,-601,26.549890390836644
131,-371,28.86350175937086
132,-585,26.70928104857035
133,-633,26.231770684819633
134,-731,25.262857368741997
135,-627,26.29135150518162
136,-231,30.297109539031613
137,-499,27.569888649775177
138,-297,29.61872702585352
139,-427,28.295614567615797
140,-639,26.17222037814499
141,-363,28.94488065955653
142,351,36.50844552159793
143,-812,24.467831771852467
144,-395,28.619745773144285
145,-727,25.30225156444701
146,-191,30.710538053073012
147,-371,28.86350175937086
148,-411,28.457555940065674
149,-475,27.811257082958484
150,-64,32.035188651941006
151,-577,26.789060021741907
152,-475,27.811257082958484
153,-213,30.482934971974778
154,-237,30.23524602796272
155,-223,30.379654993644795
156,-695,25.617868876618402
157,-253,30.07046648028065
158,-749,25.0857411660969
159,-467,27.89183229441571
160,-657,25.993751431671598
161,-459,27.972467526154148
162,-609,26.470278165303753
163,-173,30.897158835989245
164,-912,23.49317408304682
165,-467,27.89183229441571
166,-205,30.565637908879506
167,-625,26.31121857871132
168,-379,28.782186519664222
169,-293,29.659710121787338
170,-824,24.350480426313975
171,-285,29.741726456196346
172,-395,28.619745773144285
173,-531,27.248886767518147
174,-389,28.680631516567555
175,-499,27.569888649775177
176,-617,26.390720983623943
177,-539,27.168781305544393
178,-858,24.018572513849247
179,-767,24.9088809017748
180,-397,28.59945837274122
181,-88,31.783418006718005
182,-389,28.680631516567555
183,-255,30.049888353242235
184,-287,29.721216091817876
185,-633,26.231770684819633
186,-443,28.133919229633882
187,-387,28.700934627869522
188,-655,26.013567895047892
189,-407,28.49808000979742
190,-681,25.756213337158666
191,-854,24.057575804667017
192,-463,27.932142389387042
193,-625,26.31121857871132
194,-870,23.901633494088323
195,-443,28.133919229633882
196,16,32.87949823098419
197,-223,30.379654993644795
198,-451,28.053163072568154
199,-387,28.700934627869522
200,-657,25.993751431671598
201,-451,28.053163072568154
202,-399,28.579174888012325
203,-729,25.282552867430063
204,-755,25.0267594451711
205,-609,26.470278165303753
206,-531,27.248886767518147
207,2235,62.59329168493096
208,-657,25.993751431671598
209,-832,24.272306622150538
210,56,33.30467200975287
211,-491,27.65028555113841
212,-199,30.62771139904534
213,-641,26.15237703753126
214,-577,26.789060021741907
215,-677,25.79576990261831
216,-437,28.19452630212087
217,-806,24.526548447945284
218,-207,30.544955573180406
219,-619,26.370840257477383
220,-731,25.262857368741997
221,133,34.12904384787547
222,-317,29.414060609058232
223,-135,31.292337969614103
224,-273,29.864876937739457
225,-443,28.133919229633882
226,-403,28.53861964635567
227,-499,27.569888649775177
228,-733,25.243165064499276
229,-964,22.98920715561086
230,-617,26.390720983623943
231,-531,27.248886767518147
232,-373,28.843166993513556
233,-285,29.741726456196346
234,-287,29.721216091817876
235,-649,26.073037373746256
236,-479,27.77099189326628
237,-818,24.40914246455153
238,-693,25.63762254396784
239,-453,28.032983515304785
240,-641,26.15237703753126
241,-531,27.248886767518147
242,-747,25.105408054027613
243,-467,27.89183229441571
244,-968,22.950518839251835
245,-447,28.093533556208882
246,-806,24.526548447945284
247,-419,28.376554348516443
248,-395,28.619745773144285
249,-804,24.546126772550384
250,-581,26.749163536496354
251,-886,23.745879053247098
252,-263,29.967618539522938
253,-347,29.107830700347407
254,-231,30.297109539031613
255,-429,28.2753892448261
256,-387,28.700934627869522
257,-683,25.73643999586446
258,72,33.47532174722823
259,-427,28.295614567615797
260,-1090,21.775711702039473
261,-539,27.168781305544393
262,-711,25.459956747992262
263,-609,26.470278165303753
264,-589,26.66941252393783
265,-379,28.782186519664222
266,-297,29.61872702585352
267,-573,26.828970538419995
268,-413,28.43729973082837
269,-838,24.213707825832845
270,-475,27.811257082958484
271,-641,26.15237703753126
272,-321,29.373176851399904
273,-673,25.835339671951505
274,-319,29.393616676006577
275,-713,25.44023232397461
276,-451,28.053163072568154
277,-197,30.648411408553475
278,-677,25.79576990261831
279,-527,27.288961126082036
280,-215,30.462270221882385
281,-848,24.116102981485778
282,-731,25.262857368741997
283,-447,28.093533556208882
284,-391,28.660332340233914
285,-705,25.519149436724184
286,-653,26.033387703806444
287,-421,28.356313620385183
288,-501,27.549798632261012
289,-641,26.15237703753126
290,-856,24.03807267895983
291,-699,25.578371333168214
292,-309,29.49587752747949
293,-697,25.59811847433992
294,-40,32.28765347549196
295,-547,27.088733283304684
296,-703,25.538886818312495
297,-820,24.389585426824624
298,-443,28.133919229633882
299,-483,27.73074159895641
300,-251,30.09104888739447
301,-872,23.88215395242672
302,-161,31.02177491604165
303,-669,25.874922677281457
304,-960,23.027906558253722
305,-413,28.43729973082837
306,-94,31.720582574028395
307,-245,30.152821842522382
308,-547,27.088733283304684
309,-743,25.144751324367164
310,-359,28.98559408048152
311,-798,24.604880096100324
312,-403,28.53861964635567
313,-269,29.90596086002723
314,-523,27.329049949974248
315,-295,29.6392164888612
316,-723,25.34165856902508
317,-287,29.721216091817876
318,-543,27.128750131947648
319,-395,28.619745773144285
320,-479,27.77099189326628
321,-427,28.295614567615797
322,-667,25.894719153505328
323,-157,31.063349817083207
324,-617,26.390720983623943
325,-443,28.133919229633882
326,-499,27.569888649775177
327,-247,30.132226563174157
328,-593,26.62955792865928
329,-135,31.292337969614103
330,-992,22.71862023694081
331,-355,29.026323534528082
332,-451,28.053163072568154
333,-689,25.67713968976048
334,-443,28.133919229633882
335,-499,27.569888649775177
336,-573,26.828970538419995
337,-413,28.43729973082837
338,-543,27.128750131947648
339,24,32.96436892011385
340,-293,29.659710121787338
341,-715,25.420511129522996
342,-645,26.11270047409341
343,-960,23.027906558253722
344,-507,27.48955060666611
345,-846,24.135617985717577
346,-810,24.487400951305005
347,-798,24.604880096100324
