frame,pdoa_raw,angle_deg
1,-1160,21.10599814548684
2,-1729,15.762938996498375
3,-1238,20.363283561934665
4,-916,23.45433950576913
5,-1164,21.067820906387535
6,-1504,17.856156852429304
7,-838,24.213707825832845
8,-1462,18.249541121122416
9,-1076,21.910027090769045
10,-940,23.221570820022986
11,-1350,19.30299773688937
12,-1136,21.33526869023476
13,-1268,20.07858067555012
14,-1372,19.09554522837013
15,-1282,19.94589657052779
16,-846,24.135617985717577
17,-1616,16.81131155389447
18,-990,22.7379300564256
19,-894,23.66807171326026
20,-1761,15.467052309742403
21,-1350,19.30299773688937
22,-1116,21.526601413864338
23,-1476,18.118315065454716
24,-924,23.376704573526336
25,-1196,20.762753631911863
26,-1753,15.540984020512703
27,-1687,16.151947350211767
28,-1414,18.700217624668554
29,-721,25.361366884376665
30,-1136,21.33526869023476
31,-1713,15.911043708864069
32,-1300,19.775466293179104
33,-1576,17.183790365394415
34,-832,24.272306622150538
35,-1348,19.321870062048436
36,-1480,18.08083999562868
37,-1410,18.737827789517038
38,-1204,20.68658332252
39,-1632,16.66252560009782
40,-1170,21.01057340920842
41,-1767,15.411620851870856
42,-1727,15.781446154916082
43,-1366,19.15209727324283
44,-1144,21.258805561457734
45,-992,22.71862023694081
46,-1372,19.09554522837013
47,-1510,17.800030537327174
48,-948,23.14407155624362
49,-1096,21.718186496758957
50,-1582,17.127871205417424
51,-1350,19.30299773688937
52,-1082,21.852447895062802
53,-1254,20.211377189341288
54,-1430,18.5498602951122
55,-1080,21.87163837870014
56,-960,23.027906558253722
57,-1212,20.610451230805058
58,-1464,18.23078849085789
59,-1894,14.241689558705477
60,-1320,19.586312774330395
61,-1398,18.85070863042136
62,-1719,15.855491709253272
63,-1681,16.20758201423578
64,-1632,16.66252560009782
65,-1364,19.17095226054074
66,-1208,20.648512511450782
67,-1926,13.947877981997692
68,-1202,20.705622309456583
69,-1058,22.082904718610635
70,-988,22.757242603628438
71,-820,24.389585426824624
72,-1769,15.39314698668566
73,-1162,21.08690829979866
74,-1552,17.407636514351207
75,-1186,20.858020555497582
76,-1478,18.099576529135145
77,-1616,16.81131155389447
78,-1418,18.662615814534124
79,-942,23.202191793769
80,-1494,17.94974011794979
81,-1064,22.02525541585035
82,-1825,14.876535946812362
83,-1460,18.268295775442713
84,-1510,17.800030537327174
85,-1076,21.910027090769045
86,-1088,21.79489189543835
87,-840,24.19418088505675
88,-1072,21.94842615055262
89,-1502,17.874869557848506
90,-1608,16.885748260751882
91,-1910,14.094736482764421
92,-804,24.546126772550384
93,-886,23.745879053247098
94,-1240,20.34428711327629
95,-1592,17.034709935412327
96,-747,25.105408054027613
97,-1673,16.281786010678044
98,-2088,12.466004535193044
99,-1250,20.249339836899793
100,-1622,16.755503199283464
101,-1560,17.33299084689846
102,-886,23.745879053247098
103,-1560,17.33299084689846
104,-1178,20.934277559414937
105,-920,23.41551634521974
106,-860,23.999075305729686
107,-1584,17.10923522517309
108,-1310,19.680861614399426
109,-1753,15.540984020512703
110,-1614,16.829917986246716
111,-1600,16.960214334351328
112,-924,23.376704573526336
113,-1066,22.006044198280442
114,-832,24.272306622150538
115,-1638,16.606760726201834
116,-1154,21.163282426882933
117,-944,23.182815576678003
118,-1310,19.680861614399426
119,-1524,17.669137640492938
120,-1430,18.5498602951122
121,-1204,20.68658332252
122,-928,23.33790416287838
123,-1104,21.64152197949343
124,-1462,18.249541121122416
125,-854,24.057575804667017
126,-1544,17.482312684612566
127,-635,26.211917197678257
128,-1488,18.005913836866508
129,-1406,18.775446330867652
130,-1068,21.98683558368419
131,-1791,15.190042178171321
132,-1280,19.964844598277022
133,-1382,19.001334710545912
134,-1590,17.053338468227096
135,-1156,21.14418520595899
136,-1358,19.227530178397107
137,-1040,22.255994233791316
138,-1823,14.894964782958093
139,-1817,14.950260761259509
140,-868,23.921115971193295
141,-1454,18.32457190940636
142,-1482,18.062105462290255
143,-1292,19.85119048021287
144,-916,23.45433950576913
145,-1238,20.363283561934665
146,-838,24.213707825832845
147,-920,23.41551634521974
148,-1334,19.454037530193123
149,-908,23.53202010498709
150,-1412,18.719021661392688
151,-491,27.65028555113841
152,-1096,21.718186496758957
153,-1050,22.15980709293743
154,-1164,21.067820906387535
155,-1504,17.856156852429304
156,-1334,19.454037530193123
157,-1318,19.60521809234816
158,-761,24.967806058103186
159,-1262,20.135479644599716
160,-1512,17.781325690632567
161,-713,25.44023232397461
162,-1184,20.87708117530672
163,-1648,16.51385519743231
164,-713,25.44023232397461
165,-601,26.549890390836644
166,-1488,18.005913836866508
167,-1504,17.856156852429304
168,-1727,15.781446154916082
169,-926,23.35730294980743
170,-1236,20.3822823485983
171,-371,28.86350175937086
172,-1705,15.985136943558146
173,-1735,15.707427635348274
174,-1372,19.09554522837013
175,-1761,15.467052309742403
176,-737,25.20379002383895
177,-579,26.769110027324167
178,-820,24.389585426824624
179,-1050,22.15980709293743
180,-1254,20.211377189341288
181,-1120,21.48831478069044
182,-920,23.41551634521974
183,-1384,18.982499015615986
184,-1278,19.983794902662975
185,-1430,18.5498602951122
186,-1364,19.17095226054074
187,-1200,20.724663687996703
188,-1072,21.94842615055262
189,-1096,21.718186496758957
190,-1679,16.226130389427983
191,-1368,19.13324444063402
192,-1072,21.94842615055262
193,-1480,18.08083999562868
194,-1044,22.217511464988178
195,-1072,21.94842615055262
196,-1082,21.852447895062802
197,-830,24.291845557757078
198,-886,23.745879053247098
199,-667,25.894719153505328
