True_Angle,Mean_Error,Std_Error,Estimated_Angle_Mean,Estimated_Angle_Std,N_Frames
-40,3.117035250818744,2.0870287446868296,-42.75598187558742,2.545024055930683,2152
-30,1.6973623977516847,0.9198907086881049,-31.65966480764864,0.9863125997233789,2049
-20,3.3428014594459556,0.8341710836908541,-23.342801459445955,0.8341710836908541,1981
-10,1.229099774734533,0.9087559583864007,-10.287521562525763,1.5015022986911355,2184
0,1.534165053339301,1.16940360043343,-0.18152435201090034,1.9207445396322902,2225
10,1.0398961812996619,0.7418357566293758,9.386363037214489,1.1204884517833877,2072
20,1.3379808885943,0.8859109436559175,21.170781847792014,1.0974998584088018,2047
30,2.1798069229266357,1.1510106923729695,27.85647374477102,1.2172734669238463,2074
40,2.736174835651724,1.4793842233801813,37.38930785212271,1.6910402790934702,6690
