True_Angle,Mean_Error,Std_Error,Estimated_Angle_Mean,Estimated_Angle_Std,N_Frames
-40,0.4003355990076367,0.24681370452204338,-39.686594512234194,0.35071604225488295,1586
-30,1.4300622176479032,0.3081959685915994,-28.569937782352095,0.3081959685915994,1441
-20,0.6047813456437343,0.22751441101372913,-19.39558735483821,0.22849266385165667,1717
-10,0.2996449879086044,0.12456630280021419,-9.701103205136228,0.12635212183269162,1659
0,0.3739374271091386,0.13414181620401588,0.3739374271091386,0.13414181620401588,1795
10,0.15879674170713037,0.09760860157648563,9.862972026175354,0.12637610742209887,1722
20,0.6782640496380485,0.20604962654648887,20.67826404963805,0.20604962654648887,1703
30,0.4150698686722621,0.23305057493678727,30.40361169182315,0.2523883773566334,1396
40,1.4017752632058753,0.5567592379971328,41.39549887331729,0.5723131599357513,3720
