frame,pdoa_raw,angle_deg
1,729,40.820531524838124
2,-56,32.119265937147546
3,856,42.332408635332264
4,581,39.1009712737969
5,715,40.655990406396576
6,733,40.86761823670395
7,1168,46.213500007933824
8,-30,32.39305457183099
9,507,38.25682795665685
10,651,39.90889285657792
11,231,35.190042901487324
12,503,38.211479429448445
13,317,36.13265953134935
14,289,35.82453526852077
15,351,36.50844552159793
16,309,36.0445011095988
17,279,35.714780836769606
18,293,35.86847953748547
19,870,42.501282870339885
20,96,33.731928885433454
21,840,42.13996294538878
22,249,35.386419166341994
23,303,35.97844703092363
24,657,39.97858481015905
25,151,34.32290981591639
26,713,40.63251767931066
27,900,42.86470301530446
28,-76,31.909217218956687
29,231,35.190042901487324
30,40,33.13435554780495
31,1056,44.79043296317278
32,691,40.37485933063781
33,577,39.05508531347356
34,641,39.79289684166058
35,201,34.86379848930382
36,287,35.80257225690244
37,511,38.30220480385667
38,499,38.16615914091827
39,411,37.17609659623201
40,311,36.06653144993077
41,207,34.92894341758319
42,-32,32.37196452492831
43,-48,32.20342074603402
44,822,41.92415817242139
45,399,37.042098101994156
46,241,35.29908200493888
47,713,40.63251767931066
48,453,37.646979552802584
49,133,34.12904384787547
50,485,38.00775934426154
51,601,39.33085111641546
52,713,40.63251767931066
53,763,41.2218437672534
54,866,42.452986646413656
55,455,37.669476784378695
56,141,34.21515142259705
57,72,33.47532174722823
58,649,39.885677960947014
59,637,39.74655319568327
60,585,39.14688711913722
61,693,40.398242011970495
62,0,32.709999999999994
63,303,35.97844703092363
64,487,38.03036689910604
65,191,34.75533808739012
66,137,34.17208665357761
67,800,41.66138367373973
68,641,39.79289684166058
69,407,37.13140407598509
70,601,39.33085111641546
71,593,39.23880881728596
72,894,42.7918485026114
73,988,43.94335292965074
74,349,36.48629013561807
75,80,33.560772682147054
76,287,35.80257225690244
77,479,37.939978455017865
78,419,37.26556107341747
79,479,37.939978455017865
80,836,42.09194292523752
81,661,40.02508562005039
82,543,38.666248966967935
83,739,40.938311160086776
84,487,38.03036689910604
85,727,40.797000701313976
86,531,38.529516708568075
87,467,37.80460377339984
88,8,32.79470873018248
89,429,37.377541382715165
90,653,39.93211562210065
91,705,40.5387091316092
92,1024,44.39028029406121
93,-181,30.814171514807306
94,641,39.79289684166058
95,613,39.46914225633813
96,-133,31.313182608947642
97,70,33.45397218530005
98,757,41.15084576914702
99,183,34.668672248274824
100,189,34.73366311016547
101,451,37.62448913346301
102,589,39.192832937507596
103,741,40.96189228118155
104,8,32.79470873018248
105,581,39.1009712737969
106,467,37.80460377339984
107,725,40.77347821559198
108,645,39.83927173217432
109,143,34.23669206147489
110,523,38.438506083427846
111,183,34.668672248274824
112,721,40.72645820631354
113,527,38.48399703026029
114,273,35.649000699069084
115,257,35.473850993380466
116,381,36.84154242710488
117,876,42.57379724646312
118,427,37.35513196309631
119,657,39.97858481015905
120,48,33.21947233547709
121,625,39.607708793684544
122,467,37.80460377339984
123,32,33.04932121799746
124,56,33.30467200975287
125,523,38.438506083427846
126,579,39.078024563494736
127,215,35.01588388637536
128,527,38.48399703026029
129,944,43.401627318568785
