group,window,t_sec,range_m,A_human_scr,A_human_raw,A_blank_scr,A_blank_raw,DR_scr_dB,DR_raw_dB
5,1,0.844311377245509,5.53125,54.9599475310233,159.658984646418,6.5585331446225,133.84651285348,18.4647918355446,1.5317260437248
5,2,0.904191616766467,5.2125,65.8450695739814,190.28197905442,8.72468872842268,164.9683150598,17.5554663870393,1.23994242100281
5,3,0.964071856287425,5.2125,63.3127559866518,190.27981561771,8.72468872842268,164.9683150598,17.2148255422042,1.2398436650438
5,4,1.02395209580838,5.23125,53.7757063840535,204.870874626633,8.49994356509345,164.156526825016,16.0234016325928,1.92444133318871
5,5,1.08383233532934,5.25,47.8505851911706,215.933937754035,8.20829934159726,163.215114372188,15.3126813478681,2.43121061808617
5,6,1.1437125748503,5.26875,40.4148991140234,224.611959078228,7.88466352856463,162.298028096505,14.1951666823891,2.8223926515601
5,7,1.20359281437126,5.26875,43.6165365079404,225.65504381714,7.88466352856463,162.298028096505,14.8573602269623,2.86263604081344
5,8,1.26347305389222,5.25,36.7028551101219,217.984745902613,8.20829934159726,163.215114372188,13.0089332659318,2.51331460002131
5,9,1.32335329341317,5.25,36.0699025469425,215.445844616504,8.20829934159726,163.215114372188,12.8578356594394,2.411554968433
5,10,1.38323353293413,4.8375,36.5277896554297,68.022584179324,6.38676013755126,77.4743210497982,15.1468557452734,-1.13009304399685
5,11,1.44311377245509,4.8,31.0754357330288,95.241553367891,6.68813512477899,94.0906986482539,13.3422437616754,0.105595534769224
5,12,1.50299401197605,4.725,34.9037239083508,183.793999955564,7.16415373712046,134.901466384214,13.7541373557461,2.68629318063109
5,13,1.56287425149701,4.725,39.8391051288155,182.923023457987,7.16415373712046,134.901466384214,14.9028935557173,2.6450340108775
5,14,1.62275449101796,4.725,39.1590417748463,181.361267744411,7.16415373712046,134.901466384214,14.7533431828293,2.57055744843479
5,15,1.68263473053892,4.725,40.5000719973599,181.768517034516,7.16415373712046,134.901466384214,15.0458179673758,2.59003987053477
5,16,1.74251497005988,4.70625,42.273274214539,207.320563452237,7.20014963029779,143.523422158531,15.3744872987106,3.19439198776442
5,17,1.80239520958084,4.6875,47.5599204855225,229.365628304056,7.20103294396453,150.702804192899,16.3969264416446,3.64814007073824
5,18,1.8622754491018,4.6875,51.014113948037,231.980395058968,7.20103294396453,150.702804192899,17.0059110023994,3.74659900395913
5,19,1.92215568862275,4.65,53.9177845849158,275.254273211706,7.12818347665247,160.046153118119,17.5750633905614,4.70977660147214
5,20,1.98203592814371,4.65,57.5616255772802,275.057658904109,7.12818347665247,160.046153118119,18.1430836090046,4.70357004787935
5,21,2.04191616766467,4.65,51.4335948440957,273.871900361684,7.12818347665247,160.046153118119,17.1653601949689,4.6660447090355
5,22,2.10179640718563,4.63125,72.0863311030056,291.555847087388,7.0679918609116,162.185935230288,20.1711376312209,5.09417132094221
5,23,2.16167664670659,4.63125,75.4375005968427,291.165549028243,7.0679918609116,162.185935230288,20.5658250030142,5.08253596175606
5,24,2.22155688622754,4.63125,93.295568340256,288.60550207334,7.0679918609116,162.185935230288,22.4112994792411,5.00582833795661
5,25,2.2814371257485,4.6125,95.5389573495987,301.83369321815,7.01255902628443,162.812613668077,22.686079350605,5.36159339137299
5,26,2.34131736526946,4.6125,110.631476225462,300.16292095198,7.01255902628443,162.812613668077,23.9600435532214,5.31337989503743
5,27,2.40119760479042,4.6125,108.453731082389,297.615415027805,7.01255902628443,162.812613668077,23.7873593520193,5.23934747220064
5,28,2.46107784431138,4.6125,100.596251102291,297.04077329498,7.01255902628443,162.812613668077,23.1341053286713,5.22256037295097
5,29,2.52095808383234,4.59375,84.5784651977008,309.137503560882,6.96543961493112,162.165463375831,21.6862253677726,5.60386656179885
5,30,2.58083832335329,4.575,65.5798495036638,309.051415674732,6.93279161290678,160.544230739926,19.5172453879493,5.68872067555033
5,31,2.64071856287425,4.5,54.8845947747763,305.43449382524,6.8066041579653,150.990332008538,18.1303993474173,6.11937883730013
5,32,2.70059880239521,4.3875,60.6067522349956,246.138257370884,6.65985538559233,153.049960337846,19.181124260428,4.12691800263489
5,33,2.76047904191617,4.36875,80.0761195638364,233.87789072245,6.73341684906342,156.134004405166,21.5053503593221,3.50983340202762
5,34,2.82035928143713,4.35,84.0004254628269,226.8141295725,6.83348584502971,159.706851874599,21.7927837323891,3.04693113596269
5,35,2.88023952095808,4.3875,82.9693225505305,246.632524305469,6.65985538559233,153.049960337846,21.9090549042728,4.14434253203049
5,36,2.94011976047904,4.29375,79.3978923917112,207.412434554279,7.01654251092271,171.189054766089,21.0737162695915,1.66717590429932
5,37,3,4.29375,87.6149993572537,206.877083719727,7.01654251092271,171.189054766089,21.9291060261586,1.64472783042987
5,38,3.05988023952096,4.1625,91.0440622266098,235.824412534973,6.94079467240417,180.557328841849,22.3568485992564,2.31947280108945
5,39,3.11976047904192,4.1625,108.600432181008,235.600580544784,6.94079467240417,180.557328841849,23.8884471314765,2.31122470165098
5,40,3.17964071856287,4.18125,118.738735878269,228.727684652051,6.90998747912582,181.221483757867,24.7023032114844,2.02218103735502
5,41,3.23952095808383,4.18125,112.983737192575,227.710544517807,6.90998747912582,181.221483757867,24.2707735095021,1.98346919854705
5,42,3.29940119760479,4.1625,120.085244385407,235.942496522046,6.94079467240417,180.557328841849,24.7616089852021,2.32382098440397
5,43,3.35928143712575,4.14375,111.950504321225,241.565993908601,6.98528474349726,179.48105844081,24.0968388050525,2.58034350187185
5,44,3.41916167664671,4.14375,108.519313111933,241.593222272493,6.98528474349726,179.48105844081,23.8264584413764,2.58132248584288
5,45,3.47904191616766,4.125,101.154491107327,245.570365905429,7.06042344175902,178.17147579271,23.1230884270302,2.78675560137974
5,46,3.53892215568862,4.10625,89.7770324473645,245.708768218522,7.21782728091809,176.80928338046,21.8951752087452,2.8583118160855
5,47,3.59880239520958,4.10625,76.1099990967176,246.039579241498,7.21782728091809,176.80928338046,20.4607046278833,2.86999823449412
5,48,3.65868263473054,4.10625,74.9047652884856,247.529293409828,7.21782728091809,176.80928338046,20.3220592423015,2.9224307636416
5,49,3.7185628742515,4.0875,78.5614690914994,241.369234715911,7.50847175959015,175.538288974954,20.3931608891024,2.76620105245999
5,50,3.77844311377246,4.06875,64.6790244578665,233.9265245506,7.90205504855112,174.441760686333,18.2604682018151,2.54858014158713
5,51,3.83832335329341,4.03125,76.5216905003514,211.28022960604,8.69585274213,172.715233498522,18.8894475823297,1.75056432190718
5,52,3.89820359281437,4.03125,84.7248507264101,208.565662010157,8.69585274213,172.715233498522,19.7739727131952,1.63824328415314
5,53,3.95808383233533,4.05,83.8007022531981,225.180555962487,8.321216458301,173.527238373036,20.0612167733913,2.26326463733924
5,54,4.01796407185629,4.05,67.9008487884183,223.378390627871,8.321216458301,173.527238373036,18.2337676758486,2.19347004935823
5,55,4.07784431137725,4.0125,67.1281069844687,192.309546386288,8.98584525114852,171.845873997995,17.4669093014544,0.977234684735852
5,56,4.1377245508982,4.0125,66.5602722694808,192.373241268598,8.98584525114852,171.845873997995,17.3931230927364,0.98011106361767
5,57,4.19760479041916,4.03125,67.9909894684184,210.509400938235,8.69585274213,172.715233498522,17.8627836959272,1.71881702559014
5,58,4.25748502994012,4.0125,60.0046453175472,196.331635054637,8.98584525114852,171.845873997995,16.4925187570016,1.15702348364439
5,59,4.31736526946108,3.76875,60.6704692433021,60.0930107249305,6.91377932744855,79.8762312429151,18.8652368042157,-2.47187204835492
5,60,4.37724550898204,3.99375,64.5945194671067,175.20327010623,9.16514874007022,170.686327826996,16.9611230860511,0.226869456855474
5,61,4.43712574850299,3.99375,64.5096983150808,175.296865583971,9.16514874007022,170.686327826996,16.9497098683556,0.231508313887594
5,62,4.49700598802395,3.525,69.5594619244066,183.176077861331,7.34639930984568,149.112728708141,19.5256336671902,1.78708076046772
5,63,4.55688622754491,3.50625,72.8816995993494,202.205587490036,7.3095904687563,158.885499734186,19.9745089241515,2.09417775763497
