group,window,t_sec,range_m,A_human_scr,A_human_raw,A_blank_scr,A_blank_raw,DR_scr_dB,DR_raw_dB
1,1,0.844311377245509,5.775,43.94011459435,183.95711907162,6.67634607883183,129.385036098245,16.3664468857525,3.05665096398569
1,2,0.904191616766467,5.2875,75.766106049045,227.178184821448,7.56943331983178,161.489575502379,20.0082319991965,2.96444264455382
1,3,0.964071856287425,5.2875,69.4366816322953,227.063213185795,7.56943331983178,161.489575502379,19.2505118045607,2.96004572712403
1,4,1.02395209580838,5.2875,65.5070482347166,227.106988324834,7.56943331983178,161.489575502379,18.7444932574485,2.96172010393915
1,5,1.08383233532934,5.2875,56.7499743877338,226.728453840255,7.56943331983178,161.489575502379,17.4980460457332,2.94723066916065
1,6,1.1437125748503,5.26875,59.3617426857961,221.258852468388,7.88466352856463,162.298028096505,17.5344695431642,2.69174824838932
1,7,1.20359281437126,5.25,53.2181733186666,215.360839638259,8.20829934159726,163.215114372188,16.2361355519923,2.40812724135125
1,8,1.26347305389222,5.25,59.4261928998738,215.562962062294,8.20829934159726,163.215114372188,17.1944944475885,2.4162753788659
1,9,1.32335329341317,5.23125,57.9146777527713,199.803155216379,8.49994356509345,164.156526825016,16.667452038953,1.70688374608074
1,10,1.38323353293413,5.23125,61.4436442911525,199.975654744708,8.49994356509345,164.156526825016,17.1812184805686,1.71437945081215
1,11,1.44311377245509,5.2125,59.74046479864,183.622183271723,8.72468872842268,164.9683150598,16.7103731136241,0.930492163906657
1,12,1.50299401197605,5.2125,57.1369889513518,181.502665599633,8.72468872842268,164.9683150598,16.3233481665405,0.829649378580395
1,13,1.56287425149701,5.23125,49.8462498706008,198.890642048965,8.49994356509345,164.156526825016,15.364328958907,1.66712389749666
1,14,1.62275449101796,5.2125,43.0972333706525,182.424131398895,8.72468872842268,164.9683150598,13.873988999118,0.873634968033625
1,15,1.68263473053892,5.23125,38.0911300490606,199.703321354412,8.49994356509345,164.156526825016,13.0281562962244,1.70254266038582
1,16,1.74251497005988,4.81875,52.0988865959657,80.0871555344866,6.53392169186158,84.9992779806882,18.0330903377998,-0.517047352119137
1,17,1.80239520958084,4.81875,71.8952459876376,84.3570465705526,6.53392169186158,84.9992779806882,20.8305249752978,-0.0658774085439223
1,18,1.8622754491018,4.8,85.8695260613425,101.184176947458,6.68813512477899,94.0906986482539,22.1706805410638,0.631318202013779
1,19,1.92215568862275,4.8,86.9753226489136,101.252924875171,6.68813512477899,94.0906986482539,22.2818201930383,0.637217683191292
1,20,1.98203592814371,4.8,77.8313704427888,97.6209680341945,6.68813512477899,94.0906986482539,21.3169927730143,0.31992833240356
1,21,2.04191616766467,4.725,75.3905277869691,179.708385063859,7.16415373712046,134.901466384214,20.4430377359037,2.4910334190803
1,22,2.10179640718563,4.74375,79.5950299071568,155.388848570904,7.08362811128574,125.166686788313,21.0126039498997,1.87862184293562
1,23,2.16167664670659,4.7625,69.6603425594633,133.139002824802,6.97042381254502,114.757479601245,19.9945284224658,1.29048597071122
1,24,2.22155688622754,4.725,65.5209023264745,180.835226997152,7.16415373712046,134.901466384214,19.2242994563924,2.54532730316946
1,25,2.2814371257485,4.6875,57.82496975182,231.051799300285,7.20103294396453,150.702804192899,18.0944123297388,3.71176042819837
1,26,2.34131736526946,4.63125,88.2069182112177,287.50702727859,7.0679918609116,162.185935230288,21.9241321631872,4.97270549506143
1,27,2.40119760479042,4.63125,104.916734920383,285.997285346769,7.0679918609116,162.185935230288,23.4309745172883,4.92697442798768
1,28,2.46107784431138,4.63125,98.2285986784429,290.548772859325,7.0679918609116,162.185935230288,22.8588381550576,5.064117120959
1,29,2.52095808383234,4.6125,85.3393867507792,299.870414995109,7.01255902628443,162.812613668077,21.7054597571716,5.30491145000645
1,30,2.58083832335329,4.575,94.1869112944802,316.62180751955,6.93279161290678,160.544230739926,22.6616481772203,5.898922406427
1,31,2.64071856287425,4.51875,96.7039483116747,309.543883898494,6.8440646837285,153.207462807116,23.002602015133,6.10884613914158
1,32,2.70059880239521,4.51875,99.8145349947991,311.491097774362,6.8440646837285,153.207462807116,23.2775936485784,6.16331437604116
1,33,2.76047904191617,4.48125,113.153942162575,294.83118669397,6.76274070330449,149.317482562526,24.4709390573038,5.90925522413401
1,34,2.82035928143713,4.48125,142.117632598106,298.80078424551,6.76274070330449,149.317482562526,26.4505045667049,6.02542147482389
1,35,2.88023952095808,4.48125,142.192977161526,297.192254161013,6.76274070330449,149.317482562526,26.4551082259111,5.97853653551567
1,36,2.94011976047904,4.5,118.139114860413,304.382842824499,6.8066041579653,150.990332008538,24.7892643591528,6.08942057591053
1,37,3,4.3875,132.908202842456,246.96032941575,6.65985538559233,153.049960337846,26.0017397350131,4.1558794876725
1,38,3.05988023952096,4.3875,145.864928602465,247.868645011306,6.65985538559233,153.049960337846,26.8097216983428,4.18776742588343
1,39,3.11976047904192,4.40625,135.4944953614,257.896087689014,6.63298453856305,150.629655173155,26.204253336661,4.67068544004095
1,40,3.17964071856287,4.3875,113.646495714053,247.448466726704,6.65985538559233,153.049960337846,24.6418249991922,4.17303091467753
1,41,3.23952095808383,4.33125,127.318694937698,221.694248014826,6.92742326096566,163.558733033724,25.2864090949056,2.64161374993149
1,42,3.29940119760479,4.35,122.662874368799,229.075452162588,6.83348584502971,159.706851874599,25.08141676349,3.1331000695386
1,43,3.35928143712575,4.35,108.364379905216,229.256807157864,6.83348584502971,159.706851874599,24.0048850202465,3.13997381461961
1,44,3.41916167664671,4.35,85.6089118503715,227.625522501245,6.83348584502971,159.706851874599,21.9575335548707,3.07794813410193
1,45,3.47904191616766,4.1625,78.0311792934211,236.006858564495,6.94079467240417,180.557328841849,21.0171794704729,2.32619005894571
1,46,3.53892215568862,4.14375,68.3175743155555,240.199070774759,6.98528474349726,179.48105844081,19.8069664757699,2.53105401944383
1,47,3.59880239520958,4.10625,61.7002925792898,246.440011881363,7.21782728091809,176.80928338046,18.6376147608994,2.88412314259803
1,48,3.65868263473054,4.06875,74.7350016655941,234.793057235287,7.90205504855112,174.441760686333,19.5156799545731,2.58069578656643
1,49,3.7185628742515,4.06875,80.3185142170323,232.930748844536,7.90205504855112,174.441760686333,20.1415123042498,2.51152722843225
1,50,3.77844311377246,4.06875,99.2502964664186,235.211173923307,7.90205504855112,174.441760686333,21.9798352378568,2.59614975963835
1,51,3.83832335329341,4.06875,113.599142685418,231.709963851945,7.90205504855112,174.441760686333,23.1527000605824,2.46588495978454
1,52,3.89820359281437,4.05,130.256773013929,223.788020782313,8.321216458301,173.527238373036,23.8922699072605,2.20938360287371
1,53,3.95808383233533,4.05,149.687048401704,224.881753968414,8.321216458301,173.527238373036,25.0999481094227,2.25173129420778
1,54,4.01796407185629,4.05,158.47895101027,227.478069596883,8.321216458301,173.527238373036,25.5956953703167,2.35143757876824
1,55,4.07784431137725,4.06875,145.037909557222,237.350717185576,7.90205504855112,174.441760686333,25.2748296160984,2.67480173722771
1,56,4.1377245508982,4.06875,138.678130981549,235.058179586461,7.90205504855112,174.441760686333,24.8853585812608,2.5904981390849
1,57,4.19760479041916,4.06875,122.842341846134,236.960431191981,7.90205504855112,174.441760686333,23.8321607272223,2.66050739966324
1,58,4.25748502994012,4.06875,97.1209544593941,230.771908350686,7.90205504855112,174.441760686333,21.7914578197675,2.43064959934528
1,59,4.31736526946108,4.05,87.931184992952,224.300821732401,8.321216458301,173.527238373036,20.4791221305726,2.22926418895697
1,60,4.37724550898204,4.05,77.4638215764255,220.026257627275,8.321216458301,173.527238373036,19.3782419829703,2.06213713651437
1,61,4.43712574850299,4.0125,74.7345598035747,192.657720293732,8.98584525114852,171.845873997995,18.399250913018,0.992946155404881
1,62,4.49700598802395,3.99375,58.2657575668547,171.197411489562,9.16514874007022,170.686327826996,16.0654776004551,0.0259691765661785
1,63,4.55688622754491,4.0125,50.0842300130862,189.666367058507,8.98584525114852,171.845873997995,14.9228413245215,0.857024328137141
1,64,4.61676646706587,3.525,67.9147321318451,185.467676954849,7.34639930984568,149.112728708141,19.3177892317054,1.89507029211403
1,65,4.67664670658683,3.525,90.6717090265678,186.259394955305,7.34639930984568,149.112728708141,21.8279454220281,1.93206940299003
1,66,4.73652694610778,3.525,123.278580706628,190.060572698344,7.34639930984568,149.112728708141,24.4962619048597,2.10754631708832
1,67,4.79640718562874,3.50625,140.971675331919,212.638925790928,7.3095904687563,158.885499734186,25.7047763078586,2.5311701071947
1,68,4.8562874251497,3.50625,158.43713885912,212.683344376405,7.3095904687563,158.885499734186,26.7192789094837,2.5329843311834
1,69,4.91616766467066,3.4875,173.981096647797,228.626374254769,7.25609064852688,166.746855518518,27.5959872873621,2.74137352362172
1,70,4.97604790419162,3.4875,187.133067391908,233.529434065421,7.25609064852688,166.746855518518,28.2289567353919,2.92567948073976
1,71,5.03592814371257,3.4875,172.118034838496,228.572826617572,7.25609064852688,166.746855518518,27.5024735850709,2.73933892308738
1,72,5.09580838323353,3.4875,149.055791012364,223.740827164404,7.25609064852688,166.746855518518,26.2529230797304,2.55375173007188
1,73,5.15568862275449,3.4875,144.52837102185,221.674077350654,7.25609064852688,166.746855518518,25.9850081631604,2.47314513408931
1,74,5.21556886227545,3.46875,120.615464347129,234.360201361092,7.21084158108632,172.537521414816,24.4683407742958,2.66000615166921
1,75,5.27544910179641,3.4125,148.568002361517,244.068823928629,7.17813218951085,178.257147187507,26.3182766406693,2.7293071326088
1,76,5.33532934131737,3.43125,164.462168730872,251.514063477101,7.17371680278175,178.082853384788,27.2064356981506,2.99880336214977
1,77,5.39520958083832,3.43125,157.396559484891,246.421531647375,7.17371680278175,178.082853384788,26.8250201383557,2.82113093942261
1,78,5.45508982035928,3.4125,140.900346101433,244.778502781066,7.17813218951085,178.257147187507,25.8580121606867,2.75452644417863
1,79,5.51497005988024,3.4125,133.76165076499,242.168681459969,7.17813218951085,178.257147187507,25.4064033587681,2.66142050678574
1,80,5.5748502994012,3.43125,104.893481687736,233.223866610043,7.17371680278175,178.082853384788,23.3000854600878,2.3430177113981
1,81,5.63473053892216,3.45,90.9644745024777,229.910818032313,7.1837462815655,176.265666844134,22.0504165923261,2.30783356684412
1,82,5.69461077844311,3.16875,84.5148572201301,189.631930427422,6.59811780709988,159.935165265934,22.1502599329685,1.47935005367578
1,83,5.75449101796407,3.16875,104.843675757387,190.816326330955,6.59811780709988,159.935165265934,24.0224434638822,1.5334313388864
1,84,5.81437125748503,3.16875,128.449730275386,198.796105605238,6.59811780709988,159.935165265934,25.7862626239272,1.88927817832439
1,85,5.87425149700599,3.16875,155.121641674749,210.790540298864,6.59811780709988,159.935165265934,27.4250465368134,2.39814307175427
1,86,5.93413173652695,3.16875,166.315143766476,213.944979366128,6.59811780709988,159.935165265934,28.0302346018913,2.52716271863927
1,87,5.9940119760479,3.15,144.693503146305,198.438431548086,6.63453738408722,160.448225966178,26.7727677161364,1.84581732295622
1,88,6.05389221556886,3.13125,142.841227606178,192.336319215094,6.66485709799162,160.956459831863,26.6212546372323,1.54705778469145
1,89,6.11377245508982,3.13125,143.706672022819,192.544970101726,6.66485709799162,160.956459831863,26.6737217993194,1.55647533135849
1,90,6.17365269461078,3.1125,130.029710636857,186.410016252385,6.69872644972775,161.405144428182,25.7610070570608,1.25103743090465
1,91,6.23353293413174,3.09375,106.431012197787,189.602537381089,6.74704465465847,161.779594854408,23.9590921593842,1.37840803138024
1,92,6.2934131736527,2.94375,107.637208356177,312.273160775275,7.37606213548129,170.51233969893,23.2827571797262,5.25557690971253
1,93,6.35329341317365,2.925,136.390966876259,316.97697688337,7.67770441723438,173.653656891892,24.9910843968407,5.22687571455311
1,94,6.41317365269461,2.90625,175.981370592717,321.638719566907,8.10824730322271,177.430976221925,26.7307941898208,5.1667776500326
1,95,6.47305389221557,2.8875,207.622491900357,340.812343093157,8.61818723621282,181.772154502568,27.6371694792494,5.45975920497613
1,96,6.53293413173653,2.8875,214.317321650921,338.967747663291,8.61818723621282,181.772154502568,27.9128269598923,5.41262045562791
1,97,6.59281437125748,2.86875,208.50750389465,336.054935841909,9.1642047811687,186.507507812105,27.1405380795241,5.11427919238115
1,98,6.65269461077844,2.8875,192.255787722519,340.964764756761,8.61818723621282,181.772154502568,26.9692699516872,5.46364293106588
1,99,6.7125748502994,2.86875,172.178765994643,319.992869095956,9.1642047811687,186.507507812105,25.4776961127151,4.68887962902273
1,100,6.77245508982036,2.83125,176.24751557034,316.247941161872,10.2152727800528,196.100632302601,24.7374607124716,4.15097425696745
1,101,6.83233532934132,2.83125,166.659333793923,312.949618826674,10.2152727800528,196.100632302601,24.2515934656219,4.05990865836608
1,102,6.89221556886228,2.8125,173.273612557656,291.901792629884,10.6476826363323,200.344861488882,24.2295466382001,3.26917108211912
1,103,6.95209580838323,2.79375,200.51199537655,287.277048364881,10.9942855240965,203.827123790576,25.2194669469772,2.9807790758209
1,104,7.01197604790419,2.79375,197.866668955499,274.642539386543,10.9942855240965,203.827123790576,25.1041126214471,2.5901165961666
1,105,7.07185628742515,2.79375,169.168134280505,269.350856828393,10.9942855240965,203.827123790576,23.7430309617993,2.42112770463974
1,106,7.13173652694611,2.79375,144.274162903486,262.216513451408,10.9942855240965,203.827123790576,22.3604310331021,2.18796124673505
1,107,7.19161676646707,2.53125,130.355160994665,164.787142724836,6.75498821578311,148.99707342042,25.7100726923871,0.874911706959941
1,108,7.25149700598802,2.5125,146.750745250083,171.338760148278,6.70939799497303,143.361917322416,26.7979352170626,1.54843638593907
1,109,7.31137724550898,2.53125,173.547075600763,186.560925409224,6.75498821578311,148.99707342042,28.1958540831245,1.9528589839216
1,110,7.37125748502994,2.475,186.345960066368,197.001233884583,6.82526757492742,133.985180526255,28.7240059970264,3.34824361121225
1,111,7.4311377245509,2.45625,216.132359186079,224.433654193431,6.91964779503073,130.195991850721,29.8927160853544,4.72980732343375
1,112,7.49101796407186,2.45625,241.976337101456,247.77925038826,6.91964779503073,130.195991850721,30.8737781718116,5.58934640535355
1,113,7.55089820359281,2.41875,252.746036550461,261.479581000832,7.12818047646423,126.563170625304,30.9941133390789,6.30260868519082
1,114,7.61077844311377,2.4,240.960661888588,260.71628132681,7.28824956451899,129.725863671039,30.386458242535,6.06283164536547
1,115,7.67065868263473,2.41875,191.930473237444,221.041909782777,7.12818047646423,126.563170625304,28.6033049435998,4.84334556153448
1,116,7.73053892215569,2.325,185.336400558879,274.440684180512,7.59786398142193,152.952757650054,27.7453841964838,5.07782363762468
1,117,7.79041916167665,2.2875,209.483455724446,326.751796701598,7.50106663681724,167.955357965561,28.9205341197867,5.78048242839784
1,118,7.8502994011976,2.25,228.393725508231,382.660292638482,7.50971300244291,183.546111789948,29.6612165746311,6.38136420760351
