complex_small_real,complex_small_imag,complex_large_real,complex_large_imag
807.023703434156,-6548.0197589794,2460.53841761937,-167.85302734375
363.554448553856,3292.3672434562,-3432.26002653946,699.438599060032
7347.06005967227,-952.828524942732,2053.02160985506,990.225504658579
3309.21628483176,1350.63356509577,-3572.23902328902,872.894908468411
3924.76313190947,-6810.53798066651,NaN,NaN
-2446.38563172677,3121.0467580624,-4376.66890937076,1640.24889473538
-2197.87390145241,-348.284972104159,4613.37462052308,1028.5
839.884735614945,-8188.4344951709,387.864279583002,2373.92438531487
-1121.67286027071,2399.15367615139,166.000903789814,3935.38413349457
3199.01646346185,-733.044195130814,-790.505859375,3173.68863903483
2017.1869172246,-2511.37019526908,-161.248981530272,-3969.83600943983
7549.16122911548,2129.76387826433,2187.10474877886,55.7186041347961
422.591095380335,1592.62195334545,-3525.90306680804,-1396.06039851486
-6962.6520666212,-2470.65090460526,-2089.79505700562,-914.894819036848
-2196.18871290784,-736.701992478227,-4599.92512594944,-988.495028197719
1412.98768332783,-2584.88023738154,-1037.00179926787,4171.66231793817
1161.11650128345,-2787.2605286633,960.086813365837,-4265.05877839779
1013.49779898894,2331.67445438324,4257.98132280699,-539.141511486765
2554.26166926195,1501.7199444633,-2645.5861147815,-3643.80530524279
3898.36150503416,-7216.90003334223,1931.28759752264,-389.095520019531
-1278.36597854844,-8192.16724158357,1632.5119315592,171.802469166402
-376.928798557088,-2906.63527149342,-3125.68772257522,3166.5122652107
7202.4548523139,1304.41563479208,-1680.62516286643,-2884.96166051057
2593.13701252085,-3040.49032401732,-2816.6412147317,1058.617209591
1155.73613257547,-7471.05784626333,11.1764074158672,1981.56358885017
-2332.11433825967,1541.72694632882,-3531.76255569276,-522.936246800341
-3469.87112424671,-1370.47861577743,1990.16393625877,1532.26536803759
2465.86986093113,-1136.87159843112,-2653.98833734354,-2881.48200981267
-3865.32177863981,7471.14710680144,1907.35740297213,88.0587874366727
-2538.02042295333,1624.94649374708,-2500.24724763589,-2382.20317100036
3758.34698757076,6886.50537525949,1224.1742804936,-999.908070387996
2534.69308192072,-326.70485081944,1394.22140752112,3246.96586189977
-2473.48026807141,-1886.10415762442,-3384.35883960611,697.156455993652
-672.465337956518,2785.71168919764,-2729.61333560578,4105.64623004631
6807.07925660822,1118.84046155923,1864.86972960502,2009.4986354834
5601.12356036642,-6313.12632369352,1598.98657269848,-1361.05992240946
-2181.69160570915,695.298128111173,3700.76966641207,2553.9269233002
-1551.73154249211,-1674.9606396064,4407.404733031,907.610491035446
1119.14934881802,-3465.42518829698,-3599.1503199146,367.112228381607
2699.15330557649,-6510.49426484024,2744.90628232405,100.347499086572
7106.74657177212,-4005.57933463306,2247.59712167804,1600.05104468698
-6502.80108713376,5671.02582432482,-1442.03280706967,1132.13006138173
-1467.08326897148,1336.40870079468,2884.07840954266,3301.68518829929
-7098.05459299268,7373.87004233298,1403.33610327979,-543.009191176471
-2494.16623186539,404.950961791897,1222.0447080248,-4377.76968316582
-3660.30139897545,-7918.25133554627,1020.3791559214,-609.164566123238
-2336.92745787457,-134.652731664321,-3710.08793298665,-1651.56844788022
7159.2637508104,-3700.60860632882,NaN,NaN
2293.80130258191,-1552.50024148689,-446.770925086835,-4132.28376131874
3455.78385357433,-6949.09125848548,NaN,NaN
-933.873863636364,3270.87923604063,3850.94741400479,2468.3969517311
-2173.9537326378,2440.78178959332,-2084.2899503154,-3926.39372158226
4572.03729446303,6852.59868660043,12.2323379516602,2372.44593060375
4986.81252964873,6836.53851038849,1591.42924185823,-1329.64700533939
-2370.67813303305,-1023.79753907992,-2447.05580451249,-2320.68387429894
-2828.57494265507,1577.30756867453,1048.79113851841,4414.0195181632
1267.55023203535,7754.26967326059,-2011.4793906315,-1220.6477128074
-2374.68534364428,-967.238356494231,3755.06948822088,668.871176694787
-1012.83678135236,-2691.4808425025,-3316.15096554569,-221.341998459002
-4004.9660642441,-6595.38655260533,2038.38152202255,-424.796040307202
6993.92214747318,-3780.58826289825,-888.450831443505,998.549720638353
-2363.86908659443,2030.12808165644,-1034.55024745282,-2963.64973901527
-7770.76712292404,2262.83168333706,558.983931329481,-1954.81869465031
-8485.02321653698,1100.06941745355,1259.60160375046,1224.40957638172
-2570.16165660538,1815.77361806637,1961.30753473021,4001.63908166817
-6606.75619364755,-6216.51522360071,-1356.29069878073,-282.702029277871
-2541.84155367192,7145.75988486685,1054.65623733788,2485.353237282
7097.21934896444,-1273.73705269222,-2461.50348222674,237.855089351831
483.295715402146,3422.87856861469,-791.144066629956,-3352.4513534672
-1422.2210822774,-2008.13274798422,-572.808671783983,3321.53531884204
1006.84690059571,-2670.85456225242,-3807.21377335987,2456.28408133651
-3371.64080224923,-263.148867717478,467.296858996244,4154.32137785673
2792.02319759273,-933.786973202728,3327.74339860409,2186.97674560547
2395.85562870624,1482.64677450761,1106.55024513367,-3133.97037960271
204.32421875,2891.57044395053,-668.156869645184,-4157.35471075613
-1250.37987203356,2263.58436856557,-441.652873323529,4309.15254589383
-2569.4741389989,2851.83743477487,-2061.68404748161,-2935.07936862641
2247.92703933432,-772.636342613231,2136.32739927819,2749.46965258195
-3754.06357088536,-7343.0113671828,-1935.70913729172,196.915910782353
7422.90959340591,-2337.41386315518,717.701469579965,2226.10083549138
140.746813837446,-3111.16596051658,2409.44427717885,2039.54818534421
962.990292434852,3388.38435342415,-3789.4381479861,-1869.56507195316
3461.52622296696,7280.04200450306,-2323.54191850778,119.411254025176
-724.385422707059,-7669.98195711968,415,-1785
1709.83765778594,-2389.60976142934,-672.898685125728,-3286.73741837514
-2647.18053515112,7360.58035923619,-1436.27757749952,1209.50262688608
-7938.79754776172,-1937.03787801715,-1776.92437598588,-449.641968124749
2533.50139258892,536.359472049689,889.225886992798,4001.72559392423
1658.24922644254,2860.26835427159,3257.84769004503,2017.71748844609
-3124.70862149632,732.992083266013,3314.58040227143,1829.02645810485
-3383.33885904012,-7730.20978195977,-1794.98338823959,2176.2638148762
6255.60950764474,-3929.30877703836,-1659.73104580966,737.867811859631
322.072823243983,-7165.50289953264,-1486.48979031007,1900.57408405172
-2659.19034668834,-264.274016328281,3007.00603195899,1133.55577327085
6405.17407047982,5443.87497624979,NaN,NaN
-2148.87694201715,-1181.44303204797,-3004.14824471166,-587.183537018988
202.609145482381,-3619.830135673,2063.13589084451,3597.99011341052
-719.388716229741,3173.7876977905,-2119.66477513707,-3967.47348306642
-1814.81020174551,1786.52691384883,-3687.94689337599,-1257.2882289783
3.71402740478516,7728.02027787253,2147.14354204707,-3.96807228915663
1627.84591399377,3512.90033112081,-3230.15722614408,-2379.21738349845
-7457.75414650265,740.931870036849,-137.605647441769,-1522.36877771107
-1403.80884119004,-3288.28079842595,-3023.25244339549,1033.45072674419
-893.615417091693,-3329.96244213884,3720.29774284984,-112.772403492647
2409.61626590179,1788.8047652648,-3959.13350635523,1408.59288660832
2081.08196837079,-1907.66546190873,1908.0492691302,3173.00820498369
-2608.54756330094,1937.02346496713,752,4282
-3147.39505746646,-1614.15608959198,-2768.25542810895,2076.3013183896
-1571.94194936341,-2589.69538053315,905.319333066843,-3592.64034638505
