complex_small_real,complex_small_imag,complex_large_real,complex_large_imag
5933.35691464438,4675.65814336002,NaN,NaN
3138.30259345091,377.97009854366,-7001.41132775773,2589.97873370667
2354.68679435344,-2754.63809244256,-6347.0570077044,-3517.9068236607
-2866.75867109641,-1306.38135775534,-5796.68852663471,2483.06394908715
-545.982305003269,2920.39279967992,-6847.68031128168,-2772.41801480999
2523.86213631466,2118.67796610169,-7589.13436653129,860.406924152354
2618.90542076936,-1280.55949781659,4911.13359679336,5911.39390530836
-1745.38264943511,-2305.12491687492,-302.645434015771,7610.40264557061
1702.54103505593,-2866.79889772735,2105.20050940526,6954.66115732125
589.041958093643,-4010.62342983313,-6760.65218980794,-4635.97366862545
-2057.52131452414,2576.95336111684,-1724.30778477994,-7098.72962022841
493.474209706718,2238.84955637045,-2096.91480498318,6921.94071096627
4252.34727547193,-6513.52623636171,NaN,NaN
2937.24517014683,1653.93997163207,6655.99449585714,-6050.81675486314
-921.401814720253,3084.54498678248,-6660.19068181623,1525.94774571431
-2333.03674616776,-2873.8246738055,7555.41586527432,-1925.67974377538
-3110.71201941742,651.078329546581,6537.38954038918,-1969.81719693683
-2368.33266524865,1162.83762625305,6195.79970839842,-2897.9908696915
-599.539366426149,3178.08607520599,2802.89074878954,6534.33254018662
-583.123222572267,2058.09693359995,-6588.6097006046,-4266.08724681664
-581.195221700982,-2863.5830499531,2191.93235746847,-6491.98061471576
-2911.297018385,-467.344193523697,2622.05080651736,6083.1100941544
-641.187078564703,2605.36259155219,-7173.03789934658,-5230.47174911939
1313.30188646752,2263.94465321061,5904.18412664578,-6790.54123452837
2364.59575902232,-2677.27660962284,330.912200191545,7050.03148490435
-3473.33543406101,-536.126479630153,-7614.13633712046,1099.14924067768
474.864987964078,-2925.79363043152,5495.8748184479,6458.62589963085
-2403.45740003222,1349.01770217154,5643.48130585101,-6716.02399856815
70.796108858573,-2225.75611745625,4176.22094719545,-6917.23373950036
591.095414105653,-2569.22399398406,3382.89113477418,6077.10082095258
1223.10749946689,-2375.6604315804,4741.70779502961,6243.60676451779
-2967.43079279337,-2098.69877066945,-6289.61338040609,4323.02164630697
-2302.42045356454,-742.202622746027,2839.05147703886,6638.7596998326
-3156.34053646076,-2229.80043162461,-8078.84821937241,979.71549835159
-1373.40132347946,-2819.32831395717,1119.20704067925,6641.10488035805
2321.47362392744,1778.56307385973,-4326.61938699726,6443.84986245056
3340.58355829189,444.141154083418,6807.18645946157,1936.84484496065
3221.41864680537,931.012704632244,7248.17741654245,-238.300157881112
