complex_small_real,complex_small_imag,complex_large_real,complex_large_imag
2611.13572973345,-1134.18827795782,1333.9936073676,-7236.7607546447
-1521.0494978488,-3456.61744220924,-7425.20588020324,1943.97313413934
203.585106848747,2956.96516705187,3957.56118005438,-6990.64209786426
2374.21207176199,1149.59183673469,4467.84711321701,-6495.80845979158
706.735033959036,2969.5681907135,2292.50807741523,-7083.75937661941
-1918.2918518419,602.28919239905,7003.19999855181,-3985.62125116418
-3120.11317688176,189.19853087832,-1142.27173061419,7275.48391751171
1933.40189957804,2883.23817466443,-5651.63295622625,5753.92629511408
-3457.15625985925,643.702651977539,-3511.80388877114,-6035.00255568186
1428,-3887,2731.20305833013,-7511.0987778573
-6009.13862450211,2060.0460577563,2877.38689259457,1758.76102680279
1693.81846206311,2013.1629902341,-5993.42631788923,-7004.77176507852
1142.41418222854,6214.15959316101,1277.56801799953,-2501.13604824962
2034.29233047199,-3773.70743854074,-7018.87314055028,1092.66620483398
2451.74725664233,2569.05799746222,4608.85030072815,-5780.77777818411
-3150.83322064394,1016.75102580678,3254.62661389434,-7194.95817202695
-1610.34086766627,-2865.47417535498,7099.75576680887,-4045.20791623744
609.702885874155,2503.59310808121,-4975.04961582041,7309.46295499317
3081.56378763664,-2945.96562615209,-621.198153850086,-7940.89734907044
-2762.78053350107,2826.69518846352,-1609.82721306529,-7548.75107801966
2744.18005818655,469.670631067961,-4247.44577536233,6653.97830800325
-2349.26585667216,3372.39081422352,4054.09782060792,-6377.89036260117
-754.019953381547,-2927.32270198843,7445.35370639248,2061.77533519243
-2248.30652112393,-3203.46060044421,-4898.66453145903,5275.42634542631
-78.5707836692331,-3307.8768852939,-7477.32758287229,1884.72727107401
-981.77339732496,4273.08204211283,4185.40119272273,-6469.00883914467
1693.13699444317,-1658.06225544306,-6745.24882982826,4170.55720320979
-3150.36889458856,2456.99030448977,-6666.13975152952,-3986.44145632453
4045.84573129922,2778.66114418216,869.894388297647,-7916.12526788907
-3303.70849297654,788.119572264158,-6557.04105637811,-6542.14004580969
1643.65042140896,2957.8210746499,5426.17935254445,-4892.28997867335
-3262,1054,4129.68701235365,7151.04319134996
1364.46760473104,-3427.40012261641,-6269.67342989151,3288.72999426049
-2159.00680872865,-1837.99377459261,-6982.31541124475,-3639.20437680956
-1157.58407511455,2471.84020861711,-4811.99231706281,-6111.30397526458
-1462.84845308289,-3602.56420305696,-4261.9325088815,7179.47331687444
-1079.54545774027,-1714.98311483188,1295.37367071854,6938.17606046607
-1087.4079798706,2240.14512736057,-6744.56000310897,-6189.98406671205
2545.77763506635,-1361.48315795347,1562.06400152267,7412.08696183954
3726.51469826715,1636.58457775039,-3544.80419652593,-6914.1556282594
3286.42127267938,-1055.04145786409,975.657123214048,7594.21480184013
530.529331584338,-4136.08203189142,6670.22418161581,-6335.53249777311
1721.99923657122,-1155.17055512055,7103.46081528879,-1487.02397888055
4426.47005624917,1259.43664550781,-7026.18857672599,-6004.37973790765
-3019.84067515436,-2984.6652173892,7497.71112276046,-370.989104521448
-2897.04749015748,19.1875,166.524651207752,7758.0902997175
2908.05330514946,1699.3278511515,2064.32347927244,6829.19327368628
1111.3440155983,-3942.754698337,-5211.08040204219,6574.35521388946
2950.79011167147,-1334.43761233904,-3252.10284764994,-7409.03041753626
-2772.50273350059,3699.81506443733,7109.40570523332,467.600299009343
457.171900264714,1665.27109956175,7309.88639035431,-4567.19415085377
-2478.27146248867,-1639.36644137305,-6489.81333094839,-2588.17218630819
-2138.43568162926,2545.5187642289,7343.79899070017,2482.31017437378
3441.53485520927,870.357644119605,-3758.24368641521,-6142.3584718057
1913.9505988919,-420.550903320312,-7097.71108772682,-235.801781865764
1905.55599918673,-2311.63134553107,-5337.40047535348,5568.1343143118
1363.74782744254,-2788.50217004118,-6305.04865654702,4952.85140844859
3328.05921183071,-232.548441174844,6662.92532891777,3113.95453470419
1506.67590899844,2896.99273273288,-7162.70258157598,-928.315310817946
-1564.38363516708,2899.65494647141,-4030.29232150635,-7101.87128989155
2591.72076691291,384.408512064343,-6357.66022182766,6761.47902796261
-2286.03230658605,-371.864085077907,3941.75032325409,-6625.39729568218
-3570.9762162798,2967.54149609616,-1645.25808501644,-7518.85290659656
404.065102807407,-2036.72479119136,-7090.68610660872,4455.18188786379
-1886.46464007029,94.2058715820312,-5492.44745871591,4541.72188223295
-3356.82537183255,1250.25773199302,3774.3178810977,7025.73568822324
1200.33431457597,-2151.02327722011,-4752.19118926773,-6348.7926723653
-168.98893737793,2371.90102538974,1161.04504168505,7032.08061941716
2087.03050969783,-2508.55886975617,-5670.71611460891,-5598.47218090638
-433.442256682857,-2637.25198366273,-7439.99939977867,-2888.59435564884
6071.16712151019,-3935.27275626358,-1669.08798186255,-2803.45797846502
1932.76867279804,-3777.6055826128,-4510.38893429984,6241.49539191762
185.973375531443,-8437.43795093888,203.352853951604,4187.83237474152
148.86669921875,3133.01250284284,-4160.66129918515,6519.75640407445
619.654887469448,2670.03861262092,6809.24421751017,-873.761611938477
-2776.58215119879,-3310.65608555223,-6841.27580216015,3904.28986178539
1448.03346169886,2378.0736429365,-4769.89370553557,6423.76755690547
1221.60175791679,2720.22552107559,4250.17755454113,-5895.90940559975
-3154.6466145508,-331.611724853516,-7209.7958095286,-3679.09643349263
2352.12895053957,3147.83012235165,-4695.36124252299,4930.99939516247
3283.362903287,-2153.63431189879,6415.24243234597,5174.84781808615
675.629125369542,1956.19077327816,-6415.84748983344,-5554.63664921402
2546.14887269566,3237.69232786242,7355,-4851
-3329.73489422101,2386.17002075949,-7675.7983997106,-2572.15059802421
-793.880648600478,-3266.41996997248,-7521.56862606835,3688.73838761651
-2888.96116364472,1657.66998217292,3687.13753422557,7199.68917100143
-3765.38369333677,201.140366831595,6360.42606985721,3982.24478419606
2973.10872275046,-1608.22002742266,-5317.56502448997,-6756.3757836638
-2096.3645437349,514.844600658512,4587.39336021485,-5027.77999702029
111.71361541748,-2646.4808680293,-2129.05066217545,-7267.62552541038
-2496.26473319811,-2479.62533852614,2377.72145281748,-6795.07370192925
3948.88624422687,-89.42888186657,6453.45179786575,5080.97472501577
487.795831080044,-7713.29159181262,1476.99616241455,2699.69401950108
-795.779790532522,-1966.98042893044,6165.96470521413,6906.32090663374
-1010.20124309008,2425.33562658137,7137.91013309813,3226.32045481658
3556.18635876516,2018.88164375867,7565.27186945546,-1441.85049454507
2375.16788048303,-3332.39178834449,-7670.64196085417,296.103205058556
-330.27021281161,-2353.31754770385,6556.00336967883,3921.34145610616
-3166.63169267427,-1798.89845534543,-7320.77639042861,-2053.66934943083
-780.801011270156,-3254.13981677365,-6733.52559073377,4313.01332007972
-4065.75356650794,-1742.93836903087,6419.00781559923,4402.38126146643
-3688.19390179514,353.90087890625,-5257.32873954313,-5819.50675622376
-595.494338230869,-3713.46493150509,-6463.09373030993,5725.72467859132
-2049.68104724257,2619.96701051221,2909.20794024147,6678.49689213136
1643.31525547421,3594.73611258619,-6096.88050672914,6626.0908151506
-3587.86414752083,1062.78170508387,-4586.52407265274,-6741.64529860632
609.819240617837,-2996.20490524383,2458.11429478045,-7534.04473057663
1441.96499697994,2070.03327641796,-3278.53350000554,7229.72180374347
860.325036637839,2938.94888942426,-7791.74567259154,2020.0688406382
