complex_small_real,complex_small_imag,complex_large_real,complex_large_imag
-1322.62883112981,5912.08275852737,7241.09114832139,943.112164483007
-1643.79257331888,-5912.29396585204,1457.4216945185,-6595.08410542049
5657.59577910235,1497.37202138447,567.584957628061,7623.48282335622
-1029.28285357715,4999.43392912264,5444.57370180727,-5921.28154501405
4208.66671687633,-4407.01361069965,-6867.38009603596,-2001.29829101562
-5284.05015261672,-3038.47067541722,-6103.57684419196,2031.28952606127
493.557927649954,-7178.86601360215,5311.61606200771,-3504.71937023284
4639.63480042113,3768.72601938267,265.96382986664,-7288.16725918904
-6036.91675493314,478.631393148259,4460.83913248741,-5947.82290399383
-6928.00298296518,-172.37344441535,-2142.41341793728,6211.80298971356
6394.5484264739,-2122.2358199874,-4035.97780460124,5486.23114229256
-2881.59259441372,-4261.56460965466,-182.290024791232,7541.57964835741
-2792,5700,7314.12091152061,2919.7510444085
-1802.90856013188,-6508.1291225221,-6808.61961275292,796.290335637246
-3466.94864996987,5624.68753957733,-7025.4873926157,-3126.30321381447
-1805.42142828321,7120.5214575143,NaN,NaN
674.937196033712,5727.53330854611,5659.15318061431,5552.54984537406
-1533.4625257312,5201.05386521864,5451.44441274579,-4126.76958452932
6108.44667293685,-140.448871739143,6310.340080068,-4925.55362136037
5868.91656439339,2701.27346953966,-4048.31600842523,5957.44951143528
-918.443153954747,6117.82399360863,5420.9365467811,-4762.43061108447
2302.65695461254,-5652.72783283171,-7326.63181807628,-446.858846273281
-4447.46919893981,2747.15051105431,516.865930905442,-6846.28691977172
-5437.5404623406,-3601.55315028809,1099.57229637087,5955.1929147069
-1992.2085272771,6635.18460617449,NaN,NaN
3295.23625711786,4786.33268793674,-2565.46073841723,6499.3173266943
-210.633255004883,6786.00724938245,4707.45332819046,5321.33805208051
-324.668125608693,-7704.00663335886,7649.72455032646,-169.931610107422
3862.70317968039,-7357.76348932045,NaN,NaN
-2664.97868045514,6017.95881525656,7287.99254945168,3004.27524035584
-4649.22886759374,4245.8143244716,-2901.91516048845,7193.45502026674
-5328.12368615048,3388.21205561561,-7727.77505492878,-26.9113958698429
3903.07342089727,5138.20242379046,758.867021548203,-6052.1776443104
5201.44052830283,2847.2703295374,6911.92658083746,-2458.57183807618
-3311.20147755576,5696.73319207,-129.60046182266,6833.68979112491
-1853.23405317845,-5234.98853048163,-4007.88368315229,-5742.47504493192
4919.0287562631,2349.64907215157,5236.14737074512,5412.3066667614
-5390.81282085454,3228.09265971968,2128.7618050283,-7145.41120254701
3208.5641768105,-4894.71535706681,7451.76499292558,-292.589164733887
6198.37688766849,-2358.11492484279,4105.45656692327,4908.95657390681
1040.11474461475,6048.83262730601,-6981.12255833922,2195.85250614158
-6377.18480201149,-2080.87897853442,1862.38165902192,-6810.3077534956
6772.93610993935,208.686424399322,-1008.94168474064,6744.72262572302
5202.13096514979,3563.22407764245,-577.738167796809,-6331.6464227093
1679.99181820264,-5631.19173208824,5216.77216976247,-3553.96165769297
3214.63084410311,4630.72887718104,-6732,-2458
-4919.19799037918,-3332.35442210824,2694.98064030775,5669.83703742691
-3142.77059080912,5089.01963927496,-5068.65554898781,5486.16268998717
-3225.27496947426,4701.84277625738,7754.09465296847,-683.891797480726
-5618.1811576457,2717.61707601257,-6989.05955826551,3763.73257391878
3029.53081580255,5169.52216111568,3940.66380642965,5703.41384886306
3503.16333962943,-5421.61660144776,-7228.2657465976,-1871.59796038682
-7067.2902944703,-1304.20695690145,-431.47265625,6631.22136015424
105.863289020158,-7125.9054539422,5755.83118190144,-3613.45976572027
6161.37211679905,573.199522924309,3877.22720717307,4949.38063901626
-5622.98583648656,-142.349411010742,-7295.30810521948,1228.78123810045
-4622.07730273707,-2784.88336511672,1620.19198380775,7000.1542165417
-3914.75246822483,3305.02279822596,5001.59361537493,-3807.9037691136
-2095.20987215909,5636.61798236975,-7428.9644795298,669.124138442875
-3243.18038309286,-4684.13904188545,6449.28302675585,2817.6847994682
-5397.54395913511,1872.88452680621,6771.21142990025,619.417101217887
-4266.67454484201,5784.55668664139,6355.79483025545,3191.059607152
-892.619824125778,6392.81103380847,-7409.63164312563,2499.65599995461
5733.87502801837,-2386.99163396456,7151.51490035323,-497.493993049492
4058.61775730418,6243.63303222586,4460,-5512
6250.57354390562,-3698.03466232866,-5312.52457438009,-4847.39711368193
-2795.24419980335,6487.27350580042,6363.46403453128,1578.79159849129
5087.04925924293,-2451.85667480865,-6049.2068207141,2642.50029296863
6780.21055990998,1477.14229965409,4555.72524241327,-5475.90397542643
-3811.68689864299,-5321.20402667268,1580.47503353721,-6993.83025971254
-497.383915091269,-6322.16436203155,7042.36102559592,1759.55783179498
-6164.1616151625,3081.86856420128,-4377.13809481906,5402.69246442485
-6577.8646883053,-2169.16224934262,-7104.68941749594,455.803156623096
5792.57298362574,2251.32627640297,384.150081864087,-7211.63152105505
-3824.67274099482,4277.0010974242,-2585.71778350515,6504.95138535717
5621.11147239524,-2370.63031283073,459.296681627989,-6420.85734327667
3025.39876620708,-4529.70429734792,5351.4253913577,-3648.25392278897
4889.25817435719,-68.437508719308,-5560.46866106634,4117.47288125019
-6332.29173936516,472.219399274406,5769.1130591757,3331.29430357248
-2529.49357622747,-5216.64139665829,6645.85777379473,2393.28986978762
-5605.23420275589,1181.44689607799,6818.51333264199,3704.50613902876
3483.88374406678,3838.82088274467,-4633.90399013514,-5371.76840733156
-5109.07031885673,1591.2319201995,6530.91977670037,-3051.38514478738
-4404.57855542255,4241.41114548661,-7367.72420620949,-1607.97906784689
1101.98357025182,5066.28135356338,4213.60222407432,4994.17160171342
5160.8259250302,4344.91241644557,6889.33805033137,-2579.87608382395
4448.83776907273,-3878.75420338036,5855.03143792403,-3304.17716377146
-6139.52643476672,-967.087381661094,6929.11432068035,2172.99672803808
-4945.60536337217,5455.70121335107,-6543.81870647758,-1190.05818836725
-5359.96557617188,1402.35454343139,2973.43208344897,-7097.69488263266
1282.30319943148,5233.45946021495,-967.376400065381,6606.1722602527
5611.541922456,3608.47729150584,5771.68561281817,-4098.09364058738
-7341.31504327844,-1104.64672667691,-5245.4207005719,5362.16935846965
-7105.95191799207,-1306.17775967602,1095.70301908605,-7165.48807217327
7105.87127963616,41.2471518289022,1367.5273037643,7132.40607333145
6339.77652892817,-1443.82315063477,-5798.35005463374,-4577.62640454431
-2359.23947595366,-4440.20116115243,340.310729980469,-6361.63901508883
-6364.17923357295,-3209.18387623628,-3252.16438539806,6691.52235645803
2454.47837138885,6019.80849666372,-7080.27469914817,-1684.45871712825
3287.93098506792,-6313.01452171224,-1020.81406263149,-7103.52491698103
5906.14287643259,1328.29894966569,6207,4199
771.889038085938,-5801.44696390088,-7621.81308181237,1331.15145544822
5610.12563202465,-3108.47704800388,-5164.06965202521,4394.56269226727
-3124.77491337013,5932.52376632668,6401.14723801297,5079.95695789565
-5933.83046518429,1187.6223449707,6952.76055704207,4612.42900627733
5945.37500721241,-1067.17184120467,5963.69038626335,-6470.16152968189
5417.50999691612,2128.48430295228,7305.87747179823,3093.08735957797
-5855.54900692905,-1864.53845884658,-839.606060658729,-7678.07033503056
1994.88921952238,4806.14966948943,2642.5603352221,7341.91149659795
4082.27528899869,-4850.54763511014,5066.99829465563,-2594.72389776129
-809.364422111295,6959.20484367949,3952.72154041013,-4299.82231182704
6439.34971453743,-518.758659726078,-463.956679910614,6577.383277836
-4032.6846694961,4720.23667026644,6281.76915197462,-731.105647492322
6242,-1755,1081.24405238683,6819.5416875496
4903.26230819696,-6226.75748107036,4140.16085564813,5421.70094389813
5713.37623589348,3378.2605258796,-5481,5994
-6981.95800484144,-25.0988065462727,3168.52171293469,-7364.71926899825
6159.00806553409,-182.144940401247,-5998.73229841487,6253.54173696928
-4156.50786613596,-4982.78190362747,3587.82787921635,6178.40809497554
-5217.55941348807,746.486702341753,-7771.92107281468,-410.537637451488
-5353.34296137634,1205.28068172292,-4084.05369014823,6426.70169154448
1089.00294372333,6127.28315166976,5042.236882887,4124.60771725955
-5722.67679630634,-2554.88448529925,-1062.51010456008,-6984.40805544686
1691.4063800143,6601.41648363903,3483.18373089578,6684.26724217889
-1980.61049126069,-6361.53416748748,-5311.41280989866,4894.93017225779
5821.88884169888,1780.83982502998,5624.80958921644,1789.52742841707
3909.16998296834,-4902.84371804799,-6299.30109967693,447.305678908889
-5435.47549086113,-1786.45159626341,-1471.32466208437,-6358.20252246231
-2998.70612553506,5711.80576868675,6921.21113815122,604.24673647808
3241.41007156458,5174.86001018963,5863.70445730007,2604.30150673213
-1988.99559465423,-6340.14793313095,-3365.83548689282,6184.28839296514
6522.92211096218,-498.207971551236,-2597.54470191585,-6588.80093335683
5987.91113424438,3440.0362207546,1028.19288928644,6304.20865719067
5978.17596424042,-724.809436831762,3755.97237789442,6471.5842202008
-5597.94773438003,-3770.11497859882,-5847.53717329545,4131.56853352052
