complex_small_real,complex_small_imag,complex_large_real,complex_large_imag
3862.31230633364,-5206.60522819399,-6117.62730385588,-4072.75274087079
-2342.38554004583,5238.08476072573,6289.34975142818,-1905.19899657076
6425.52256737923,-644.487626072618,-1443.81396920991,7390.91301802352
-1525.08853028924,6761.2117926564,-7243.10041285706,-962.096921788498
5116.74995660263,1894.86195850905,-5310.18049858544,-6168.65148844348
7034.86695749011,1010.2013045087,692.135811167917,-7214.02956572544
3353.44476050409,-4147.23049267854,5740.79841819083,-2646.76349752708
5929.69485490562,3058.56742286147,-2914.8896520061,7430.60522975053
-5103.2898535115,4044.12301693326,-6480.07157200031,-3606.27228279137
-4984.86061117959,3257.73179913088,7830.9394786053,-90.6308521519046
6345.85208877664,1103.31725881592,-1515.15147193528,6617.40673250248
6202.26011382008,1296.5937421967,4002.95429806169,-6426.42295222684
-744.688415527344,-6377.44832244996,-3334.7342221888,5892.71766201519
4371.67192748528,-1497.23877262564,5341.14759548011,-5547.04231776501
-5232.16813005232,4086.39501825555,-7086.06579324971,-390.869280175739
-1765.63976712814,4574.39885035798,-5527.46967457725,5115.96635656393
5881.00547060431,-1999.07888767948,-1792.84259034966,7801.39527366315
-5205.14692850588,464.794944038218,-4167.98201063324,6736.64831312368
5321.04604267957,3279.34582596804,2648.07568028012,7180.51575059729
-3597.48970184685,-5220.85851784746,5778.69399747288,-5012.30789271409
5130.64739217136,-4688.68995888841,2710.7159260042,-6253.83080604879
-5402.64723347932,-813.448470611755,-7255.58733661864,-2380.1257715765
6004.93678302657,1921.26103632432,6681.49860341479,3196.99833125482
-4175.82299213629,-3532.81105362873,6310.40964024956,-313.008605957031
905.929443359375,7095.05212810199,-5894.2829532528,4604.16700047909
3025.0359802605,-3327.85533949066,-4764.77504266744,5355.23335931745
3114.27567551421,-6107.62151736854,6070.52382761568,3765.32150763604
-1324.73904589891,6821.57166237045,7300.07268653373,542.601292154158
-730.649716384538,5991.76238960134,5357.950902489,5371.86960152635
6335.97363847423,1640.0891663665,1921.15947171305,-7356.60938243389
-4906.39371388562,-3236.50275196723,-5945.32073743266,5855.95764552693
-3470.42696270237,-3421.46216468226,-6329.06107456703,-5920.40588894968
2593.63841076733,-6223.6027102203,6718.11536014236,3596.98861057981
-5700.1532098144,2481.90875225047,6289.861933475,-4039.25008630633
5028.76524060751,-1817.13877736293,-7584.39259264959,1133.02382440983
4681.73640424242,-3842.01364595719,7267.96634801393,806.151315789474
-5695.44610168611,3813.45146970163,5893.99897825976,5951.09517985714
1752.12924124425,-6560.67781202943,7475.65038865977,1873.22411491491
4254.29668292995,3944.14682518484,-6596.59168280892,3193.22310263468
523.927345297547,-7312.09451218894,-6438.79947898557,2943.95754506628
4498.19473715288,5052.47027376462,4350.42644073268,-7141.76283981528
467.156900410617,-6413.72836364202,-5773.91713044194,5559.9230321896
-590.484519958496,-6573.07015630903,6627.53007506032,-464.37637943438
-5882.48208027898,4550.97494651646,6563.36818482261,2937.90227194425
1796.75451845298,-5703.94114057439,6557.31316274106,4868.71113026343
-310.707397460938,5182.08773138387,-3790.96174865987,5642.58385242601
-2951.88116136349,-5753.10390387401,-5075.0894858913,5634.83909128124
6771.75992348675,1201.12605964612,-464.261544939225,-7189.78767440524
3797.59107644992,4719.20859445468,-2374.50955133425,7422.23471851014
2049.13048530234,6360.60407958786,5402.54215220104,-5973.75911374462
2661.28467388724,3675.42658210817,5807.25943244573,5233.47414072224
5220.49269056567,-3102.36586468952,-6922.07564964013,4761.72650789991
-2738.0368961968,5418.98948500232,6815.73906432398,3645.45998188593
-4846.88087440465,1512.24351415094,-6123.24081184113,814.605711255755
-3388.36007155032,5067.40845485505,-7169.93751631323,1984.14183764885
-7136.53908501336,502.301461635045,-1459.52359884944,-7022.94468620386
-3817.86217156847,-5513.57038006498,-306.55576171875,7281.20644720442
2088.61080411901,-5113.55232080625,-5891.40567446788,-6726.17178966665
130.404300663581,-5286.23223802804,-1301.97028006304,-6488.91403343624
6044.74780876938,1367.67696011917,-4850.99688654039,-6042.9627185729
273.505660483575,7432.97628567942,-6755.82206193633,4686.92478182182
4197.28834790668,2505.10417301304,-7944.4949864636,526.332823960012
-5431.1519036519,-3333.12813449047,-2010.59408996629,-7505.38132277803
1251.75409203212,-5229.84793184445,-4621.03673086635,5229.72508807185
-1703.50370396767,5062.8931357086,-3175.66689225702,-6656.52094949051
-6102.12638820473,-2476.86223300609,3097.20185433469,-6538.98513937532
1866.2396697056,6260.08320421845,-6940.67851669163,-2091.19014439437
-3880.64808656774,-4351.52460109035,7051.3452400533,1280.41860724111
-5764.21370451903,509.735649108887,-6407.57067679778,-6242.98484115416
-1125.44028082099,-4796.38308839658,-6902.11339217191,-3110.98062748261
-5776.93448267005,-310.092518928835,6070.04356800869,-3960.36462793949
6689.71633739576,1290.083778014,928.87260667949,-7582.78708163365
-438.893061155914,6458.98620930508,7137.99466002134,284.510699451884
-4391.60065556368,3468.3137583689,-3627.88170137769,6256.88388835964
5733.57844439055,1750.89782165616,3700.72497872847,-5799.32714337267
5581.66932461944,4229.24225342503,3502.21614320552,-6867.63717596342
1120.31067848837,5978.78446236428,7281.7097237189,531.196371895926
6823.0101554096,-1861.72929840172,6215.94894058607,2790.49671582477
6192.9853772989,3618.42484322899,-2646.73594985497,7093.18657113683
4060.95608424569,-4983.36082340214,-7572.33323034448,-1739.44293370333
-5132.42004145395,-177.039139877631,-6726.55110398849,2431.82482607175
1105.79839213061,7389.5958060358,-6778.91249754848,3840.53941709805
-417.112911841449,-6359.76938733377,-2422.81568534874,7138.70310393244
-4660.46005142901,4640.2773063824,-7403.09299220982,-3464.08519273086
-6777.97726202688,-118.306962332955,4960.26766701607,6311.00001150802
2234.90069496974,-5575.56074946924,-6027.98803928778,-4824.03666615339
-1192.73024272482,5885.34119820074,-6491.58086810364,-4411.00376530197
-6384.54522174691,1019.87212226532,6658.58229565019,4151.75432826732
-1962.32898584104,4643.79877047189,6416.82216010539,-5355.40270410126
-376.916191101074,-5346.85879964249,1476.48344375375,7328.98381513499
4742.39736797455,4582.99845786723,-3850.77830498497,7144.86984526659
-666.503689236111,-5818.79565068717,4286.81083024008,7391.8309196843
6442.95629689923,314.927238745459,-6421.71484582692,-3237.50433466697
1698.51823838301,-6423.92310010941,-6118.37989919615,5210.04219476803
-3934.87609998589,-5340.85801878713,1851.41232262391,6549.21495085487
-1415.06785118837,-5971.86456899742,-3130.0019066026,6140.9521369629
4659.16235187146,3967.63051945167,-1518.38663986894,6777.77160452123
-3641.90825182347,3501.44889781348,1307.48705001645,-6659.15079519284
-4434.58313536759,2839.20765664223,6487.22222111471,-1996.92046812004
5225.0326165096,-1849.19562683711,2268.81348253187,-7258.29817920081
-3494.4515150828,-3392.70788763709,4066.70827833567,5979.83434581898
3147.58422049485,-5721.93309079186,7193.34621358832,1977.21738351448
-4894.02854920026,436.122025923295,5471.29491170492,-5949.15441185526
-4463.18062034188,2038.84401919637,-3964.04648030916,6768.64244230983
6925.9056490692,149.17614862815,1657.57860063461,7422.00158736346
4954.33527708897,4948.00425920765,-1573.4288883135,-7070.44188988494
3369.67394599541,5971.13967379778,-4839.57183327787,5489.14445409928
-5619.3121032348,-1828.34151792313,3927.33331663777,-5929.18501901663
5628.42556695582,3677.71861941866,-4838.77252648541,5827.67490260812
-2011.05465064367,-5749.81628711355,-6916.03325927747,1521.00069546277
-2527.56860323954,6783.36679822147,-7593.1821707891,-747.532809060205
5006.09699718675,1795.81393233533,-6980.35390004235,-4549.87039112681
3601.49900506937,4332.74657778763,7661.44738193577,137.715504016009
4491.20112640941,4576.31127629813,-2476.03802638097,7211.01823170012
4585.70439802724,-2951.30166600403,6428.00115264294,1093.24644779524
3079.83990477021,-2889.25423237194,1131.02192746488,-7376.93602345532
3263.48344148625,-6129.37436612576,-7171.85630069354,-385.486709594727
5947.47387838557,-2680.34164447952,2650.57075756834,6990.68247672872
-2072.25968799543,-4839.64416969453,6779.5705826292,2785.16307573638
5923.95544489968,2370.31729817345,4292.98598703131,-6619.91398371871
3313.22901540704,5621.02688596218,2915.1736167739,-6891.7951144686
3726.19714504172,-3956.49794226191,-6328.74392521583,4244.41813563166
4811.70906869333,-1466.95391190294,3632.91616308312,-5816.86165022972
4289.80124119068,-2278.33713298448,2182.5545407084,-7301.57858718021
2327.72825987242,6409.57865918524,4458.70929598977,-6209.56028229299
10.47705078125,-5620.88694815349,-5359.4561796487,-4530.64765856561
5925.75350391559,-2006.24280383795,6587.34706830097,5157.77345262419
6731.10270970977,133.905212402344,-7159.46369603471,-1459.19866883805
-2398.3690989033,-3735.99162009706,-5395.80613252941,-3048.0187109015
4487.54153290114,1770.83944970394,-6852.0788475746,2785.20045913159
2397.89069326938,-5909.31890177604,6005.02934092272,4249.43413817365
4017.78124461946,4055.4659323922,6963.25068320714,-1922.3788209423
476.59515928042,-5560.79987526494,6071.54858685335,-6561.10458120987
5450.15266474667,3090.31624878117,4609.24223616246,-6170.03808589714
4335.994785077,1964.02308006415,6605.65574381267,-1865.26391976335
-1654.820165727,-4642.45438901968,-6547.01368988499,-5681.76254319143
-2830.6046747431,-5954.5219110827,-2555.42757806269,-6811.48114535078
1232.12612326341,5557.40763270043,-3648.61180692747,6569.44406426858
5673.67224614921,1263.58207437894,7539.05987574723,926.14551124246
-3525.1749059958,5021.96838670592,-6988.80740136962,-1654.11481549128
6122.20946300332,2151.74921123798,-2562.08096386204,7280.23183885308
-5726.92452520708,1407.36578569496,6861.25019590976,-938.964783550942
2240.61843837072,-4000.53455449792,-6149.9073846631,6495.93902791294
-5149.18291538449,3442.6173394513,-6753.75950216375,-1262.66483244939
-1675.73482194331,5343.36128454587,-4902.71352950604,-4394.92363908741
-1679.52454105381,-6868.89422406995,6396.78981081851,-5035.95233577703
2711.95978163721,5676.88155661213,272.378258187907,-7473.53417518977
-3053.15935237973,4084.79133709764,-6576.23428118459,5169.62800677851
-4457.4232811741,3957.6714438012,-6913.61022233521,-1159.63885256981
352.931515151515,-4909.63168097313,1045.5912119127,-7619.78397847684
1393.72032575616,6327.79621815974,5363.12945260224,-5526.60489651518
2871.69758749488,5371.50635622472,-4066.42960814806,6699.50351030003
-5002.49784488126,-2807.83635721323,884.581436949444,6031.64571374491
7003.54699703839,1607.61057907712,-255.9344666635,-7148.83876429087
1379.7589360676,4347.06692232231,-4975.36807398082,-6337.66250109358
226.437622070312,-5929.04394273993,-1305.35073337877,6913.39455326578
-4712.18673714459,-3240.72324371338,-4909.01427051423,6652.23654418069
-4228.14574607416,1404.30505849968,5316.74514340774,-5143.1763687513
4907.96077177499,-4561.59299869878,7238.52397585888,1245.09472742779
-4912.511408108,-2144.02838706159,6489.07759866623,-3183.57650808164
4999.66431382531,976.30780447465,6574.33071620644,-2377.7185532403
1431.10781230766,-4670.91371809924,1465.20476651736,7593.69406614756
-3606.31112177043,3368.02967485401,6053.93560766738,-1269.40033815503
-5115.94429496992,-3690.11288882911,2441.84721328666,-7532.72229369778
-2577.24913361841,-5920.63559296728,-6344.47633612918,5297.0853105632
2719.77673001248,-3848.73785332109,6327.92524326235,-4877.2306566634
2367.75551442996,6298.18517456055,7400.18922573855,-1392.30922536286
6080.87081424598,453.25293643594,2746.3600534424,-7255.66694019154
-4357.29382957799,660.07634883599,6462.96820779984,-364.839471301155
-5086.17241030565,-3557.06394046791,-1419.83046999845,-6832.1063013701
4194.74295358569,-4268.1023686177,-6982.11102139376,-3880.48482099542
-3346.91652528052,-5135.70968530431,1044.94353898688,-7616.7186630423
2169.97424570169,-5690.63214733555,5210.93497803329,-5504.680604393
-6523.71638826247,1055.02535838001,-4596.81919628701,-7210.52641967908
-1045.51948096347,5466.26805534216,-6204.39312218652,-3182.07389095675
4634.04849835054,-2172.35484157252,6527.77760836616,-2014.30595824386
3193.83843627463,-5994.60223107871,7215.06277168893,3419.20158607931
-3143.48155799014,4538.44027963309,7509.93347821764,-3376.22442023574
-1810.97276272403,4469.32506122607,-4448.97409763729,5873.61062444149
2817.39524293144,-5507.08267492096,6943.18989133175,1667.03653656333
-5186.56782237623,328.182593856655,6083.49893477208,-4881.29363844849
-4358.37253903841,-3520.600524802,7451.91557940446,-1035.14736604037
3896.47452906222,2141.89483549032,4545.96608021254,5528.87136183827
-3030.4334515139,3447.59078687758,2243.47687470992,-6135.45986515321
2309.5391179492,-5734.80039091487,-6576.25787424808,-4570.27403754414
4271.13362068965,-875.610583816781,-5299.73198815798,6425.23046875
2784.16217467008,-3765.807690484,-312.753101703164,8102.32883505089
-3106.62250751988,4534.09926273116,-7177.77096717378,3077.24781918601
-5118.32683584002,2225.79462224394,6370.86814840695,-3417.45168529999
5189.04135363319,-1768.61557173432,3986.27539016442,-6311.31492269317
4728.77634662628,-3656.81301413696,-7796.61019540202,-1850.10228039424
-1495.42611310133,-4361.734373221,-4459.28723957443,-6211.19476896651
422.580233613922,5605.77128931208,-5359.66167760657,5038.99518224871
4281.79158421782,-1105.07827917677,4728,-5382
5850.91825840308,1043.15035569153,-2826.70341680815,-6209.93083011486
-1067.19475062188,-6533.16664621918,-5198.14290133605,5849.47079791242
5044.78996352949,1757.75279584403,5383.69435621892,-6342.27615835729
4988.84657501881,3945.60251297234,-4597.99366063498,6055.54573371422
6199.78973572741,2174.11893321189,415.01741648227,-7497.04725630414
2139.84825547695,5949.54971226699,5522.10407439664,-6346.24952903538
-691.286765993737,-5656.16610719825,-8294,-1130
-3371.79131962887,4937.53075819295,6505.20472321341,3188.83491569507
-5321.61925347444,-2413.33685649168,5314.77946608381,-6058.60282857113
4740.43077914224,-3390.2804747403,-6467.86343666498,-5138.71767632012
4671.89419821225,4323.40501824252,-3162.71981318632,6380.46357346536
-2665.58606872771,-3785.36223265315,-6635.33080561131,-4163.12230373996
-4249.22578489865,-4358.17064191914,3503.73575601653,-6244.83339593978
-1988.38105833052,5789.051269727,6816.65982085392,3568.72127033543
6344.96807214099,1399.51353548143,-2528.2131155804,-6631.37705160004
-4863.41412263396,-3213.14185842733,5953.24539130133,-4928.40512362765
-3699.24742025708,3353.59182595107,-3580.67998636752,-6909.53663476768
2567.70659198025,3252.49140303439,-6883.05121025549,-2703.69642025392
-3427.71055765326,3328.12751343818,317.47891218491,-7416.99394679395
-5330.7298547365,-2845.93826425246,4555.95638211005,-6502.94082465447
-4494.04824253691,692.893720231846,-3060.45654015926,6503.31872168757
1859.89339764865,-4842.87910132847,919.853643329327,7060.57513955259
-316.345994952525,-4795.58390382718,-5089.2795434391,-5086.09740911714
3016.078732558,-4147.08474160238,-607.856977982955,-7010.97455931296
-3658.75360330881,-1637.74200826918,-6194.24949904609,-2206.5957721409
1503.19114980892,4603.85936214712,5327.24315046058,4913.40781428033
5831.62355941864,2521.83762466557,-3141.76424597613,6194.42654358819
-4994.90907926068,-3221.7677943553,3691.48264229091,-7591.60965843714
6097.93654697572,2916.47707380428,-423.425818800873,7908.91375561822
-3224.12448044951,5135.25205703944,205.340199988125,6928.92041808004
-197.430976867676,-4820.9225922826,-2377.74251861927,-6924.75205113602
6209.11505005693,2490.42657358134,2287.51883377351,-7286.23513622337
4340.47934419871,3719.24073567145,-2173.78161103955,-7638.47198708931
-3832,-2639,7675.21148815665,1947.02229486474
-6369.14374227892,-309.879714314487,-4082.27607768651,-6676.23220712549
903.65111358949,5875.5077206557,-6902.45012484161,-933.686422881357
-4886.40647191746,-376.640239456326,-5935.40027376556,-3778.87653133773
-3586.36291372136,5504.7476715643,6763.86080135041,2190.08604046792
-2634.50633242013,-4042.65168669975,-1428.69890273037,-6387.40576803923
2949.93007099956,-5026.06382065481,7614.68399945249,1182.86813399279
6700.66940078375,189.918454288097,-541.304626464844,-7808.58518606663
-3795.60680589938,4211.4729874151,-3631.43951628791,-6694.65428359406
-3716.3507904713,-4875.52218454957,-823.702088517106,7128.70641123615
-1220.51416778564,4858.25900866443,1243.31155295253,-7718.10501217273
-4959.3925536907,2584.49723770254,-7335.45262009044,2015.90448425293
-5069.14347472605,-3351.61406661915,-2703.19170308197,6970.25425218477
3392.8602192639,-3543.05921887867,-156.249963617049,-6732.97965605102
-1318.54959708482,-4101.10154349362,2197.54701769459,6682.02964321937
3317.98361867083,-4802.90049569796,7445.59487204242,2038.71784850265
4248.30898450442,3867.49926666315,-1060.21178300364,-7074.75939837729
5546.23011098303,-154.699577331543,1035.06220604746,-7530.68841015606
4054.73948730188,-4844.3590322529,6542.43966902059,5309.8409184944
3395.44806067029,-6114.7806633309,7473.85333184437,2352.60803250284
-4200.40662271302,4161.73385040518,-779.232455709706,-7218.22289860761
-4593.993957934,-4086.10718172228,4291.53215404869,-5582.75585617302
5313.95325693834,34.7300954666891,-7558.08238407674,-1453.06707525946
-4881.62333788221,-3817.72202358761,2642.00419633774,7059.77514005557
5494.28653902527,352.402099609375,-4193.99308464295,5554.18847795364
-5872.18793145936,-1890.9870587653,2594.57041699673,-7520.5878178349
3734.60753806659,-4636.41151427241,7397.52790585762,-315.74590152405
3049.96001977179,-2908.0629847654,-5719.27729198062,4808.9170708234
2366.84920449122,-5674.99725531374,-6131.50811247532,-2089.16087182267
