Frame,Range_m,Angle_deg,Amplitude_normalized
14,3.1828125,-75.63848843708344,0.4287318811162646
14,3.1828125,-69.6358651936822,0.43912099411722877
14,3.1828125,-64.99216676531486,0.45345847267702827
14,3.1828125,-61.04497562814016,0.47125343226307786
14,3.1828125,-57.53825503275763,0.4919699256345901
14,3.1828125,-54.34091230386124,0.5150691638649365
14,3.1828125,-51.37516712694704,0.5400382215466634
14,3.1828125,-48.59037789072913,0.5664060399745056
14,3.1828125,-45.95137432591568,0.5937498135916286
14,3.1828125,-43.432536557789774,0.6216951725608107
14,3.1828125,-41.01449966573052,0.6499129402162808
14,3.1828125,-38.68218745348944,0.6781143747528012
14,3.1828125,-36.42357364233116,0.7060460522213758
14,3.1828125,-34.22886632781258,0.7334850116015266
14,3.1828125,-32.0899512562803,0.7602344435678158
14,3.1828125,-29.999999999999996,0.7861200093805041
14,3.1828125,-27.953186883381136,0.8109867743086818
14,3.1828125,-25.94447977237001,0.8346966934508355
14,3.1828125,-23.969482317759685,0.8571265720414285
14,3.1828125,-22.02431283704216,0.8781664223338816
14,3.1828125,-20.10550978791601,0.8977181463630004
14,3.1828125,-18.20995686428301,0.9156944836826465
14,3.1828125,-16.334822780685997,0.9320181732062496
14,3.1828125,-14.477512185929925,0.946621287482063
14,3.1828125,-12.63562509302112,0.9594447057231341
14,3.1828125,-10.80692287486034,0.9704376986354827
14,3.1828125,-8.989299345162808,0.9795576036543955
14,3.1828125,-7.180755781458282,0.9867695737746276
14,3.1828125,-5.379378991112073,0.9920463869231445
14,3.1828125,-3.583321698471973,0.9953683059398346
14,3.1828125,-1.7907846593289494,0.9967229818509544
14,3.1828125,0.0,0.9961053953715397
14,3.1828125,1.7907846593289494,0.9935178335696936
14,3.1828125,3.583321698471973,0.9889699004681612
14,3.1828125,5.379378991112073,0.9824785621396149
14,3.1828125,7.180755781458282,0.9740682286609992
14,3.1828125,8.989299345162808,0.9637708772201015
14,3.1828125,10.80692287486034,0.9516262228112377
14,3.1828125,12.63562509302112,0.93768194542458
14,3.1828125,14.477512185929925,0.9219939855481202
14,3.1828125,16.334822780685997,0.9046269233039742
14,3.1828125,18.20995686428301,0.8856544607921827
14,3.1828125,20.10550978791601,0.8651600323905037
14,3.1828125,22.02431283704216,0.8432375740324466
14,3.1828125,23.969482317759685,0.81999248999556
14,3.1828125,25.94447977237001,0.795542864503489
14,3.1828125,27.953186883381136,0.770020975246546
14,3.1828125,29.999999999999996,0.7435751759964184
14,3.1828125,32.0899512562803,0.7163722240587692
14,3.1828125,34.22886632781258,0.6886001317519115
14,3.1828125,36.42357364233116,0.6604716125671246
14,3.1828125,38.68218745348944,0.6322281599168288
14,3.1828125,41.01449966573052,0.6041447187529545
14,3.1828125,43.432536557789774,0.5765347552920635
14,3.1828125,45.95137432591568,0.5497552512889653
14,3.1828125,48.59037789072913,0.5242106919858747
14,3.1828125,51.37516712694704,0.5003544425368447
14,3.1828125,54.34091230386124,0.4786850578131475
14,3.1828125,57.53825503275763,0.4597342848095695
14,3.1828125,61.04497562814016,0.44404337601088945
14,3.1828125,64.99216676531486,0.43212576606729086
14,3.1828125,69.6358651936822,0.42441800979337835
14,3.1828125,75.63848843708344,0.4212267904070803
