frame,aoa,times,estimated_aoa,range,energy
1,-10,1,-7.34140621390501,4.84754558944313,127.214703561498
2,-10,1,-8.05721690780029,4.83988587619146,121.755157306792
3,-10,1,-5.99229043648124,4.76396626067426,114.984248665505
4,-10,1,-6.24311373193371,4.77265931035913,142.324120522331
5,-10,1,-6.32118987633164,4.76330871392507,159.663044861719
6,-10,1,-6.02747931609478,4.75650418577964,164.712856460691
7,-10,1,-6.06718117198777,4.76034879219175,154.316733738089
8,-10,1,-6.53510963811732,4.7548332278276,134.866299509093
9,-10,1,-5.63974257118177,4.77939374233693,114.487903944335
10,-10,1,-6.92885451445751,4.83433395399068,85.4532964146962
11,-10,1,-6.48558896411162,4.63273145870388,108.018819842821
12,-10,1,-6.57992452504163,4.63740580752628,120.892547621144
13,-10,1,-5.46606388353228,4.63831157949951,103.815449143527
14,-10,1,-5.42764705700435,4.57221106170037,116.587884858677
15,-10,1,-6.53625807374674,4.56794730091075,132.396086671961
16,-10,1,-7.07099967929734,4.56308073852861,129.309459440555
17,-10,1,-8.22151027232544,4.54765230852448,128.581522601771
18,-10,1,-8.13357945328063,4.52553311523091,112.372721328595
19,-10,1,-8.77743631371003,4.52053655641136,87.6846465937366
20,-10,1,-7.26567155142965,4.5349079719404,109.820828687519
21,-10,1,-8.60291784392627,4.50208897245649,131.181308162667
22,-10,1,-9.23537841424967,4.46495001129734,136.965582503388
23,-10,1,-9.47646032461388,4.44913386863856,133.640022416506
24,-10,1,-9.11935413205326,4.42880831224751,140.21692394061
25,-10,1,-8.87901961845818,4.41285007201583,142.301596007323
26,-10,1,-9.77566181161578,4.41180399517293,135.347291240951
27,-10,1,-9.95595344151854,4.43331724859294,118.432678780651
28,-10,1,-9.01117616256339,4.31416128155556,91.125508438746
29,-10,1,-7.22278607559727,4.42658941452384,119.746640323088
30,-10,1,-5.64815563026109,4.48065428637693,132.67760223873
31,-10,1,-5.09145905187426,4.4938897011175,138.782687945267
32,-10,1,-3.79998929902417,4.52424067842971,149.303301063446
33,-10,1,-6.89976329262984,4.30474151635333,160.263452793886
34,-10,1,-8.61656577656271,4.15112628384579,173.900663297905
35,-10,1,-8.75610398214226,4.14835171760743,150.942388657015
36,-10,1,-8.33884852149328,4.13281191868191,140.288840728141
37,-10,1,-8.57959695098551,4.1165679647883,164.738588744054
38,-10,1,-8.20185378023904,4.12255625145885,162.131488592043
39,-10,1,-8.87936597820765,4.11174107414671,152.355218757725
40,-10,1,-8.59081168984023,4.10355237896234,134.560417189404
41,-10,1,-9.40693969084738,4.06983839919813,91.3305320671936
42,-10,1,-8.17774376542101,4.01681539655849,93.567286024598
43,-10,1,-9.73224781821224,3.98122197201442,106.13495507188
44,-10,1,-11.0244955251434,3.99886657373981,100.547064750158
45,-10,1,-8.33366657057163,3.99052175020124,112.828091588053
46,-10,1,-9.24449716632917,4.06665577246376,129.228268382394
47,-10,1,-9.53611605479832,4.04658792216756,157.509796921734
48,-10,1,-8.99526841152424,4.03460966215998,183.143038395781
49,-10,1,-9.02006427742619,4.01666000069391,192.914627972195
50,-10,1,-7.98078057972343,4.10291476947216,189.097900368201
51,-10,1,-7.4812406668635,4.10534209391062,164.603832679872
52,-10,1,-9.07800977098308,3.92048010493796,175.361650040151
53,-10,1,-9.84938213616251,3.93590545190347,181.071006841086
54,-10,1,-10.2977039129948,3.94884502520088,187.24561973696
55,-10,1,-9.05826885404165,3.95220712457843,170.609729132039
56,-10,1,-8.93752593627155,3.97534362179361,132.061648319092
57,-10,1,1.32125013498067,4.35060421332533,87.7503037968419
58,-10,1,-13.4462935656983,3.87873981305392,120.876201272027
59,-10,1,-13.316883184366,3.90841474511448,129.088721402105
60,-10,1,-8.68482667522944,3.53464606175752,139.788519484666
61,-10,1,-9.29654958209924,3.53018794385617,177.775352871063
62,-10,1,-7.92651629814709,3.50184427720831,206.799040360244
63,-10,1,-7.32314127089086,3.48106000410749,216.92739202167
64,-10,1,-7.79492311931079,3.46261752106853,210.359264448528
65,-10,1,-6.18713627004281,3.43394208881224,190.862491106313
66,-10,1,-6.13817184835545,3.43820617020728,207.240053786162
67,-10,1,-6.13086656799545,3.42536085796828,192.46386358665
68,-10,1,-6.93313636542907,3.45401187154162,193.878063091996
69,-10,1,-7.50341701297379,3.46229699696415,205.401642029046
70,-10,1,-7.68374224144582,3.43503800496807,166.119863608704
71,-10,1,-5.60723012018261,3.32667128950041,145.458888887872
72,-10,1,-7.99544940353588,3.38379009378513,132.987306445449
73,-10,1,-9.45407117968492,3.4454940622485,165.781919772093
74,-10,1,-6.33223063411372,3.31897773940351,162.55569457897
75,-10,1,-7.27912214246246,3.22428881306601,192.227261209786
76,-10,1,-7.55752063428804,3.19893490914943,217.826813595462
77,-10,1,-7.81289612215659,3.17624939199251,233.29267161604
78,-10,1,-7.8005490489048,3.16115581355702,219.223094711983
79,-10,1,-14.1354734251269,3.2217164764513,162.981574646883
80,-10,1,-11.0755898444866,3.14448993481268,226.540707955417
81,-10,1,-9.30321723870151,3.11548157159703,262.187914286104
82,-10,1,-8.5711801769337,3.08631354059082,250.649949967607
83,-10,1,-9.61462817294742,3.09203100902783,265.675493949374
84,-10,1,-9.05831495752239,3.08370108312261,318.968236714524
85,-10,1,-8.97950053988914,3.07414493062067,354.69970592509
86,-10,1,-8.13975687646772,3.06463700836116,389.037528376918
87,-10,1,-7.33325145472833,3.05433757741947,403.970106931074
88,-10,1,-6.7610429196492,3.04107302547419,382.175274897239
89,-10,1,-6.09592603446617,3.03344267809096,342.460303134537
90,-10,1,-6.09974621235436,2.9942583263371,277.328457923389
91,-10,1,-6.97846844858807,2.95664392775145,376.007564437897
92,-10,1,-6.6823101423393,2.95386779486469,445.657935001977
93,-10,1,-6.61660214313163,2.94126748086032,478.54390229303
94,-10,1,-6.81488330322268,2.92626271154363,492.305228178604
95,-10,1,-7.57739213733724,2.90044584479914,505.494347144404
96,-10,1,-7.47431863310595,2.87599802669725,506.256447083194
97,-10,1,-8.14576080015403,2.84762981545296,470.460704521339
98,-10,1,-7.54911243237145,2.81968258672482,408.264971343594
99,-10,1,-7.2379769417456,2.80675195549771,433.289295810432
100,-10,1,-7.45634966459602,2.79396780203854,536.533663052536
101,-10,1,-7.31727074356626,2.77340337967607,598.912753777778
102,-10,1,-7.27807960495791,2.75937756496491,636.118987949092
103,-10,1,-7.0122582197796,2.74336508486509,648.121791160523
104,-10,1,-7.40954284046997,2.7298267122303,640.197050235125
105,-10,1,-7.21200831426307,2.73005773323765,574.490945873114
106,-10,1,-6.3866759869729,2.73499096590664,459.560020275892
107,-10,1,-7.95436078592068,2.67046242376007,355.729658547515
108,-10,1,-9.74821240380638,2.63851386796634,412.691164188683
109,-10,1,-10.4986278865644,2.66413353816981,402.565505907507
110,-10,1,-11.8096022750265,2.68238482216927,339.899904112287
111,-10,1,-12.8860408827122,2.65904308909449,307.120842009835
112,-10,1,-11.5184467493299,2.55521658052474,324.458997242538
113,-10,1,-10.2771924180074,2.47967423768683,359.515798025249
114,-10,1,-9.28213272341103,2.44573446577939,353.387200910385
115,-10,1,-8.84487872731526,2.58759068582048,332.59183038562
116,-10,1,-9.06615426319681,2.48965188699952,450.815991322361
117,-10,1,-8.73542671749829,2.40856284065253,543.324685099076
118,-10,1,-8.40942336485015,2.39428240467261,586.295693780239
119,-10,1,-8.19643026969311,2.37862364974638,611.317267309569
120,-10,1,-7.76068419822865,2.36651062901011,652.735701112956
121,-10,1,-7.37830247830699,2.35094092138506,678.296219698564
122,-10,1,-7.34387435792539,2.33794738982511,681.668635413153
123,-10,1,-7.219582181743,2.32387826718181,678.017692456158
124,-10,1,-7.44500298319816,2.30744383681246,637.800212460778
125,-10,1,-7.46815660802676,2.29350100376686,523.053697050624
126,-10,1,-4.68903236737593,2.25816061419374,692.637434156607
127,-10,1,-4.93570529086334,2.24916012584069,832.256893238309
128,-10,1,-4.93134466428576,2.23741688204665,909.055425671367
129,-10,1,-4.8487099835154,2.22194153929536,952.398117384319
130,-10,1,-4.86885108559097,2.20672626111884,966.522970600773
131,-10,1,-5.34656713476463,2.19344207886405,920.336711847247
132,-10,1,-5.42701898479736,2.1792901897304,786.320974916308
133,-10,1,-4.83605054015091,2.17051550467215,628.464506801143
134,-10,1,-6.01212306267996,2.16336484362701,590.08021861472
135,-10,1,-6.30059066483851,2.15145645601188,536.022179583325
136,-10,1,-5.53481680631406,2.16413541198744,395.781089303227
137,-10,1,-7.02148095769229,2.18392367159024,441.957804719882
138,-10,1,-9.05838610309512,2.19772194810647,354.748924109312
139,-10,1,-11.0650007828072,2.23130336679097,222.437720815036
140,-10,1,-14.1111460602463,2.25804967313234,125.111152395447
141,-10,1,-13.9402990286715,2.14711902793109,89.5806743397278
142,-10,1,-7.5371104869278,2.12646583962897,66.1422475166847
143,-10,1,-3.12853828799514,1.98757079300212,97.4442012337251
144,-10,1,-1.19843956221686,1.9983868418479,132.379367160619
145,-10,1,-2.46638448921926,1.99534716853018,123.267907671404
146,-10,1,-4.00996402782399,1.98564803023103,91.2690454380489
147,-10,1,-1.80684301330424,2.01015299945969,61.767857812967
148,-10,1,-1.23150074993394,3.0395904847531,40.8334070145824
149,-10,1,10.6428612188577,2.36113032070766,43.5224472641866
150,-10,1,-3.16248116615829,1.95069359812512,72.8333004233684
151,-10,1,-5.03586155973414,1.95028247798477,98.0514919959443
152,-10,1,-4.9086184455033,1.96293584065324,117.639963172179
153,-10,1,-10.3612776501687,1.97665348389954,123.370842392305
154,-10,1,-15.7536112549411,1.99861887522114,122.718438109664
155,-10,1,-15.7593287248433,2.02512857608737,119.180267056635
156,-10,1,-7.69048389507139,2.02118670277674,118.327865487318
157,-10,1,-2.80564504950476,1.98407542610579,131.170986038096
158,-10,1,-2.66337506155233,1.98526862283289,142.220027416324
1,-10,2,-8.26504225069652,4.81290223027339,138.030089432413
2,-10,2,-7.09671060101585,4.81321950395583,140.595701997974
3,-10,2,-7.34464266019839,4.74288624159254,146.171069683292
4,-10,2,-6.524130354281,4.73493532047402,184.636173689276
5,-10,2,-6.48304597969755,4.72897098351194,217.429220799629
6,-10,2,-6.22971219181651,4.72041051607543,236.090095089707
7,-10,2,-6.26714721841151,4.71031962545544,240.906969241134
8,-10,2,-6.32448366036609,4.69976793370898,231.093591442781
9,-10,2,-6.70303652089594,4.69349562156572,220.377925780264
10,-10,2,-7.11989510308194,4.68989133652881,188.292210235214
11,-10,2,-5.94811890696618,4.61622510097463,164.927186484782
12,-10,2,-5.79200012930147,4.60447919672161,185.411241481516
13,-10,2,-6.2618807225997,4.60590785465841,188.833135064079
14,-10,2,-6.33392163403706,4.61424426971651,184.419990813661
15,-10,2,-7.0833897235733,4.6186754489199,176.377734426883
16,-10,2,-6.71473984099781,4.61229743941963,164.213206338471
17,-10,2,-6.56892769190424,4.59440448871262,158.298531558428
18,-10,2,-6.38186789754657,4.59155202860924,143.782922112207
19,-10,2,-5.87597154655577,4.60615211595437,117.120979711177
20,-10,2,-6.80664232932943,4.62793253169569,100.933810090923
21,-10,2,-6.69576187645005,4.58965627919031,90.4796511554187
22,-10,2,-7.83597525115046,4.5321787641523,112.310527844164
23,-10,2,-8.59132220602799,4.51565828846329,126.989963179347
24,-10,2,-9.26516165886244,4.49368004968314,137.634044175833
25,-10,2,-9.94333716702372,4.47211554774247,140.007814873029
26,-10,2,-10.7783386866437,4.41739026509653,143.510024092327
27,-10,2,-11.2928850513303,4.37773595350699,148.089495719607
28,-10,2,-11.9474020045772,4.36582735530545,132.227825484461
29,-10,2,-12.3320956669023,4.33985957445198,113.688946596024
30,-10,2,-8.44687237979432,4.38967906065847,102.131301785648
31,-10,2,-5.42284144352261,4.40842923810847,115.333540627
