angle,distance,type
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
-38.396049957657716,2.003284635318491,0
